Seq,bb86_Maj_pc,bb86_Min_pc,bb86_PA_astro_deg,bb86_v_center_kms,joint_Maj_pc,joint_Min_pc,joint_PA_astro_deg,joint_v_center_kms,joint_status,joint_pa_mode,joint_nch_used,joint_source_status,cg2d_Maj_pc,cg2d_Min_pc,cg2d_PA_astro_deg,cg2d_v_center_kms,cg2d_source_status,Maj_pc,Min_pc,PA_astro_deg,v_center_kms,geometry_source,axes_swapped_for_hist,axis_ratio,geom_mean_size_pc,area_ellipse_pc2,PA_mod_180_deg
76,160.0,280.0,36.0,-201.8,276.3491722207036,157.91381269754493,6.0,-210.73250879769853,refit_recommended,pa-90,2,joint_contrast_refit,335.8226278760888,191.89864450062217,,-210.73250879769853,CumulativeGrowth2D,335.8226278760888,191.89864450062217,6.0,-210.73250879769853,CumulativeGrowth2D,False,0.5714285714285714,253.85804513951945,50614.126264404396,6.0
77,180.0,200.0,90.0,-226.5,261.638859026449,235.47499667130376,-70.0,-226.5,refit_recommended,pa-90,2,joint_contrast_refit,312.5294596342696,281.2765417984968,,-226.5,CumulativeGrowth2D,312.5294596342696,281.2765417984968,-70.0,-226.5,CumulativeGrowth2D,False,0.9000000900000089,296.49149332835884,69042.15784027128,110.0
78,60.0,260.0,48.0,-210.0,253.7043288178309,58.54715730774232,-57.0,-210.0,refit_recommended,pa-90,2,joint_contrast_refit,292.5461042298002,118.1436224779652,,-210.0,CumulativeGrowth2D,292.5461042298002,118.1436224779652,-57.0,-210.0,CumulativeGrowth2D,False,0.40384616568047427,185.90980742156927,27145.289854089522,123.0
79,140.0,160.0,90.0,-201.8,180.4364652758795,157.88192685163543,-15.0,-201.8,refit_recommended,pa-90,2,joint_contrast_refit,180.4364652758795,157.88192685163543,,-201.8,CumulativeGrowth2D,180.4364652758795,157.88192685163543,-15.0,-201.8,CumulativeGrowth2D,False,0.8750001093750137,168.7828688346482,22374.153339684068,165.0
80,260.0,340.0,0.0,-193.5,266.66666666666663,203.9216166090078,0.0,-193.5,refit_recommended,pa-90,2,joint_contrast_refit,307.4929577464788,235.1417288983024,,-193.5,CumulativeGrowth2D,307.4929577464788,235.1417288983024,0.0,-193.5,CumulativeGrowth2D,False,0.7647060622837796,268.89482276265505,56787.76315701001,0.0
81,100.0,220.0,136.0,-222.4,308.24005590173374,253.09496552766868,86.0,-214.8563105947515,refit_recommended,pa-90,2,joint_contrast_refit,380.9586606391146,312.80398908525245,,-214.8563105947515,CumulativeGrowth2D,380.9586606391146,312.80398908525245,86.0,-214.8563105947515,CumulativeGrowth2D,False,0.8210969362410016,345.2034019596128,93592.27744475743,86.0
82,360.0,440.0,0.0,-226.5,440.0,360.0000654545574,0.0,-218.98011239180448,keep_base_geometry,pa-90,2,joint_contrast_refit,543.8028169014084,444.9296583610903,,-218.98011239180448,CumulativeGrowth2D,543.8028169014084,444.9296583610903,0.0,-218.98011239180448,CumulativeGrowth2D,False,0.8181819669421759,491.88820024446835,190030.22843597687,0.0
83,0.0,0.0,0.0,-214.1,381.30939582763847,381.30939582763847,0.0,-214.1,refit_recommended,pa-90,2,joint_contrast_refit,381.30939582763847,381.30939582763847,,-214.1,CumulativeGrowth2D,381.30939582763847,381.30939582763847,0.0,-214.1,CumulativeGrowth2D,False,1.0,381.30939582763847,114194.4231528574,0.0
84,140.0,160.0,90.0,-238.8,160.48011180346745,140.42011538054845,-90.0,-238.8,refit_recommended,pa-90,2,joint_contrast_refit,214.9529384860529,188.08384468577685,,-238.8,CumulativeGrowth2D,214.9529384860529,188.08384468577685,-90.0,-238.8,CumulativeGrowth2D,False,0.8750001093750136,201.0700750906562,31752.9998688279,90.0
85,160.0,200.0,0.0,-226.5,239.01583888737025,191.2126711098962,0.0,-223.10391418885752,refit_recommended,pa-90,2,joint_contrast_refit,290.4547405521451,232.36379244171613,,-223.10391418885752,CumulativeGrowth2D,290.4547405521451,232.36379244171613,0.0,-223.10391418885752,CumulativeGrowth2D,False,0.8000000000000002,259.7906177046645,53007.437073759356,0.0
86,100.0,280.0,134.0,-197.6,276.3491722207036,127.67026011857575,-66.0,-197.6,refit_recommended,pa-90,2,joint_contrast_refit,375.8737966387795,248.8242948157961,,-197.6,CumulativeGrowth2D,375.8737966387795,248.8242948157961,-66.0,-197.6,CumulativeGrowth2D,False,0.6619889362889536,305.821079045216,73455.5667667658,114.0
87,180.0,440.0,27.0,-205.9,440.0,180.0000327272787,27.0,-202.4849052035925,keep_base_geometry,pa-90,2,joint_contrast_refit,361.6056338028168,204.63593790653417,,-202.4849052035925,CumulativeGrowth2D,361.6056338028168,204.63593790653417,27.0,-202.4849052035925,CumulativeGrowth2D,False,0.5659091528925735,272.0248297959694,58117.50689923617,27.0
88,20.0,140.0,45.0,-201.8,173.76979860921284,24.824256944173264,55.0,-201.8,refit_recommended,pa-90,2,joint_contrast_refit,250.7424770072374,87.75986695253309,,-201.8,CumulativeGrowth2D,250.7424770072374,87.75986695253309,55.0,-201.8,CumulativeGrowth2D,False,0.35,148.34124989868374,17282.7858767777,55.0
89,0.0,80.0,0.0,-193.5,124.5237583310554,124.5237583310554,0.0,-190.1134998124335,refit_recommended,pa-90,2,joint_contrast_refit,151.32267420849945,148.29622072432946,,-190.1134998124335,CumulativeGrowth2D,151.32267420849945,148.29622072432946,0.0,-190.1134998124335,CumulativeGrowth2D,False,0.98,149.8018047121577,17624.790863440496,0.0
90,240.0,240.0,0.0,-61.6,245.03766215116423,245.03766215116423,0.0,-61.6,refit_recommended,pa-90,2,joint_contrast_refit,245.0376621511642,245.0376621511642,,-61.6,CumulativeGrowth2D,245.0376621511642,245.0376621511642,0.0,-61.6,CumulativeGrowth2D,False,1.0,245.0376621511642,47158.01996630358,0.0
91,160.0,480.0,151.0,-172.9,480.0,160.0,41.0,-172.9,refit_recommended,pa-90,2,joint_contrast_refit,632.9915492957747,221.5470422535212,,-172.9,CumulativeGrowth2D,632.9915492957747,221.5470422535212,41.0,-172.9,CumulativeGrowth2D,False,0.3500000000000001,374.4828507661637,110142.20073342333,41.0
92,80.0,120.0,90.0,-177.0,184.39281874829155,122.92854583219436,-90.0,-177.0,refit_recommended,pa-90,2,joint_contrast_refit,227.89394148116315,151.92929432077543,,-177.0,CumulativeGrowth2D,227.89394148116315,151.92929432077543,-90.0,-177.0,CumulativeGrowth2D,False,0.6666666666666666,186.07462403351298,27193.441997919603,90.0
93,120.0,280.0,38.0,-181.1,290.32734895690965,124.42602447096476,23.0,-177.74209442127452,refit_recommended,pa-90,2,joint_contrast_refit,346.798062887824,153.582006356406,,-177.74209442127452,CumulativeGrowth2D,346.798062887824,153.582006356406,23.0,-177.74209442127452,CumulativeGrowth2D,False,0.44285716326530905,230.78548979263638,41831.83166047965,23.0
94,200.0,220.0,90.0,-201.8,236.3709954844976,214.88272316772503,-90.0,-194.2373016094865,refit_recommended,pa-90,2,joint_contrast_refit,277.45294033349336,252.2299457577212,,-194.2373016094865,CumulativeGrowth2D,277.45294033349336,252.2299457577212,-90.0,-194.2373016094865,CumulativeGrowth2D,False,0.909090909090909,264.5409988841754,54963.687218176776,90.0
95,100.0,280.0,40.0,-238.8,234.41464201208555,140.0895477327024,15.0,-238.8,refit_recommended,pa-90,2,joint_contrast_refit,289.7166878388804,173.13884244429062,,-238.8,CumulativeGrowth2D,289.7166878388804,173.13884244429062,15.0,-238.8,CumulativeGrowth2D,False,0.5976143236201086,223.96698857023023,39396.52375441363,15.0
96,200.0,200.0,0.0,-144.0,205.08130867875215,205.08130867875215,0.0,-144.0,refit_recommended,pa-90,2,joint_contrast_refit,261.9552659729019,256.71616065344386,,-144.0,CumulativeGrowth2D,261.9552659729019,256.71616065344386,0.0,-144.0,CumulativeGrowth2D,False,0.9800000000000001,259.32248291175046,52816.573614592606,0.0
97,220.0,360.0,129.0,-226.5,360.0,219.999951111122,-51.0,-223.10391418885752,keep_base_geometry,pa-90,2,joint_contrast_refit,534.3718309859155,326.5604908112837,,-223.10391418885752,CumulativeGrowth2D,534.3718309859155,326.5604908112837,-51.0,-223.10391418885752,CumulativeGrowth2D,False,0.6111109753086722,417.73762986171704,137055.692406084,129.0
98,240.0,480.0,163.0,-218.2,480.0,240.0,8.0,-218.2,refit_recommended,pa-90,2,joint_contrast_refit,563.425352112676,281.712676056338,,-218.2,CumulativeGrowth2D,563.425352112676,281.712676056338,8.0,-218.2,CumulativeGrowth2D,False,0.5,398.4018871712915,124661.58811825272,8.0
99,160.0,340.0,0.0,-177.0,340.0,160.0,-20.0,-177.0,refit_recommended,pa-90,2,joint_contrast_refit,370.9352112676056,209.1056338028169,,-177.0,CumulativeGrowth2D,370.9352112676056,209.1056338028169,-20.0,-177.0,CumulativeGrowth2D,False,0.5637254901960784,278.5042952126492,60919.127726297666,160.0
100,200.0,360.0,0.0,-197.6,389.3333333333333,216.29629629629628,10.0,-197.6,refit_recommended,pa-90,2,joint_contrast_refit,473.1222535211267,262.8456964006259,,-197.6,CumulativeGrowth2D,473.1222535211267,262.8456964006259,10.0,-197.6,CumulativeGrowth2D,False,0.5555555555555555,352.6445068470428,97670.66120716574,10.0
101,40.0,120.0,139.0,-152.3,227.617035762655,75.87234525421833,19.0,-152.3,refit_recommended,pa-90,2,joint_contrast_refit,342.5796681915114,119.902883867029,,-152.3,CumulativeGrowth2D,342.5796681915114,119.902883867029,19.0,-152.3,CumulativeGrowth2D,False,0.35000000000000003,202.67286490887753,32261.242858990925,19.0
102,220.0,320.0,0.0,-197.6,320.0,220.00006875002148,-10.0,-197.6,refit_recommended,pa-90,2,joint_contrast_refit,388.8676056338028,267.3465624190402,,-197.6,CumulativeGrowth2D,388.8676056338028,267.3465624190402,-10.0,-197.6,CumulativeGrowth2D,False,0.6875002148438172,322.4320356328139,81651.8918472208,170.0
103,400.0,420.0,90.0,-214.1,420.0,400.0,-90.0,-206.6087070006455,refit_recommended,pa-90,2,joint_contrast_refit,545.1718309859154,519.2112676056338,,-206.6087070006455,CumulativeGrowth2D,545.1718309859154,519.2112676056338,-90.0,-206.6087070006455,CumulativeGrowth2D,False,0.9523809523809524,532.0332296286404,222314.29945726247,90.0
104,60.0,80.0,0.0,-243.0,87.9662079833586,65.97467248118707,-35.0,-243.0,refit_recommended,pa-90,2,joint_contrast_refit,130.57406562487552,89.22563599297501,,-243.0,CumulativeGrowth2D,130.57406562487552,89.22563599297501,-35.0,-243.0,CumulativeGrowth2D,False,0.6833335208333801,107.93773227916165,9150.323753093391,145.0
105,0.0,100.0,0.0,-189.4,280.1091163189699,280.1091163189699,5.0,-189.4,refit_recommended,pa-90,2,joint_contrast_refit,357.79008111221657,350.63427948997224,,-189.4,CumulativeGrowth2D,357.79008111221657,350.63427948997224,5.0,-189.4,CumulativeGrowth2D,False,0.98,354.1941096340265,98530.92280882264,5.0
106,260.0,440.0,0.0,-230.6,440.0,259.9999527272813,0.0,-223.10391418885752,keep_base_geometry,pa-90,2,joint_contrast_refit,534.6929577464788,315.9548721311243,,-223.10391418885752,CumulativeGrowth2D,534.6929577464788,315.9548721311243,0.0,-223.10391418885752,CumulativeGrowth2D,False,0.5909089834710939,411.02170878701935,132684.25866347176,0.0
107,200.0,420.0,24.0,-177.0,420.0,200.0,24.0,-177.0,refit_recommended,pa-90,2,joint_contrast_refit,484.3014084507042,248.4927464788732,,-177.0,CumulativeGrowth2D,484.3014084507042,248.4927464788732,24.0,-177.0,CumulativeGrowth2D,False,0.513095238095238,346.908326664988,94519.04600915786,24.0
108,60.0,100.0,0.0,-193.5,216.2837024293217,129.77019550355394,-85.0,-193.5,refit_recommended,pa-90,2,joint_contrast_refit,316.5662303726072,189.9397002356243,,-193.5,CumulativeGrowth2D,316.5662303726072,189.9397002356243,-85.0,-193.5,CumulativeGrowth2D,False,0.599999880000024,245.21112311984257,47224.80946364377,95.0
109,100.0,180.0,50.0,-177.0,187.10313194254616,120.40005607585152,5.0,-173.6182926242215,refit_recommended,pa-90,2,joint_contrast_refit,219.62218332523656,141.32592497692204,,-173.6182926242215,CumulativeGrowth2D,219.62218332523656,141.32592497692204,5.0,-173.6182926242215,CumulativeGrowth2D,False,0.6434956744220766,176.1769230174321,24377.430258299315,5.0
110,140.0,140.0,0.0,-139.9,155.1467784701341,155.1467784701341,0.0,-139.9,refit_recommended,pa-90,2,joint_contrast_refit,182.11172560142217,178.46949108939373,,-139.9,CumulativeGrowth2D,182.11172560142217,178.46949108939373,0.0,-139.9,CumulativeGrowth2D,False,0.98,180.28141054888917,25526.529649420765,0.0
111,160.0,160.0,0.0,-226.5,160.48011180346745,160.48011180346745,0.0,-218.98011239180448,refit_recommended,pa-90,2,joint_contrast_refit,188.37200729156305,184.60456714573172,,-218.98011239180448,CumulativeGrowth2D,188.37200729156305,184.60456714573172,0.0,-218.98011239180448,CumulativeGrowth2D,False,0.9799999999999996,186.47877323822038,27311.697168237708,0.0
112,80.0,300.0,55.0,-148.2,300.32734895690965,80.0872930551759,35.0,-148.2,refit_recommended,pa-90,2,joint_contrast_refit,346.3070430859464,154.87620538010376,,-148.2,CumulativeGrowth2D,346.3070430859464,154.87620538010376,35.0,-148.2,CumulativeGrowth2D,False,0.4472222222222221,231.5917112712704,42124.61115532792,35.0
113,100.0,120.0,90.0,-168.8,193.03766215116423,174.22187398288648,70.0,-168.8,refit_recommended,pa-90,2,joint_contrast_refit,234.5815421183444,211.71638432737245,,-168.8,CumulativeGrowth2D,234.5815421183444,211.71638432737245,70.0,-168.8,CumulativeGrowth2D,False,0.9025278903681319,222.8559084413853,39006.60809083299,70.0
114,600.0,800.0,0.0,-218.2,800.0,600.0001500000375,0.0,-218.2,refit_recommended,pa-90,2,joint_contrast_refit,1071.5492957746478,803.662172746529,,-218.2,CumulativeGrowth2D,1071.5492957746478,803.662172746529,0.0,-218.2,CumulativeGrowth2D,False,0.7500001875000468,927.9890275468059,676356.3375078732,0.0
115,340.0,360.0,90.0,-177.0,360.0,339.9998488889561,-90.0,-177.0,refit_recommended,pa-90,2,joint_contrast_refit,407.6619718309859,383.50419683256354,,-177.0,CumulativeGrowth2D,407.6619718309859,383.50419683256354,-90.0,-177.0,CumulativeGrowth2D,False,0.9407406707819241,395.398630607418,122789.20940893378,90.0
116,160.0,180.0,90.0,-127.5,176.45828853967348,156.8518120352653,-90.0,-127.5,refit_recommended,pa-90,2,joint_contrast_refit,214.4341004958173,190.60808932961527,,-127.5,CumulativeGrowth2D,214.4341004958173,190.60808932961527,-90.0,-127.5,CumulativeGrowth2D,False,0.8888888888888884,202.17040877097332,32101.480315806642,90.0
117,60.0,180.0,129.0,-123.4,219.03766215116423,73.01255405038808,-61.0,-123.4,refit_recommended,pa-90,2,joint_contrast_refit,220.82698389831452,104.279409063093,,-123.4,CumulativeGrowth2D,220.82698389831452,104.279409063093,-61.0,-123.4,CumulativeGrowth2D,False,0.4722222222222224,151.7488299332202,18085.919088297887,119.0
118,80.0,160.0,0.0,-127.5,220.3491722207036,110.1745861103518,-5.0,-124.1326710595855,refit_recommended,pa-90,2,joint_contrast_refit,276.8951147257912,138.4475573628956,,-124.1326710595855,CumulativeGrowth2D,276.8951147257912,138.4475573628956,-5.0,-124.1326710595855,CumulativeGrowth2D,False,0.5,195.794413300034,30108.59381333338,175.0
119,60.0,100.0,0.0,-123.4,224.2618791655277,134.5571005878965,-55.0,-115.8850674654795,refit_recommended,pa-90,2,joint_contrast_refit,277.1687309404938,166.30120530405517,,-115.8850674654795,CumulativeGrowth2D,277.1687309404938,166.30120530405517,-55.0,-115.8850674654795,CumulativeGrowth2D,False,0.5999998800000239,214.69395433500097,36201.745554162044,125.0
120,440.0,540.0,48.0,-214.1,540.0,439.9999022222439,48.0,-210.73250879769853,refit_recommended,pa-90,2,joint_contrast_refit,689.7549295774647,562.0224103173986,,-210.73250879769853,CumulativeGrowth2D,689.7549295774647,562.0224103173986,48.0,-210.73250879769853,CumulativeGrowth2D,False,0.8148146337448962,622.6216572280748,304465.6676368532,48.0
121,140.0,280.0,0.0,-115.2,304.30552569311567,152.15276284655783,5.0,-115.2,refit_recommended,pa-90,2,joint_contrast_refit,357.194683257243,187.52720871005252,,-115.2,CumulativeGrowth2D,357.194683257243,187.52720871005252,5.0,-115.2,CumulativeGrowth2D,False,0.5249999999999998,258.81213634082565,52608.89217137448,5.0
122,180.0,200.0,90.0,-139.9,205.08130867875215,184.5731962681966,40.0,-139.9,refit_recommended,pa-90,2,joint_contrast_refit,257.70921634251084,231.9383179020916,,-139.9,CumulativeGrowth2D,257.70921634251084,231.9383179020916,40.0,-139.9,CumulativeGrowth2D,False,0.9000000900000092,244.48444152204897,46945.32336315477,40.0
123,220.0,300.0,0.0,-115.2,300.32734895690965,220.24011463243096,-50.0,-115.2,refit_recommended,pa-90,2,joint_contrast_refit,408.48749420801073,299.5575756345613,,-115.2,CumulativeGrowth2D,408.48749420801073,299.5575756345613,-50.0,-115.2,CumulativeGrowth2D,False,0.7333335288889409,349.80783787958296,96105.65737450524,130.0
124,140.0,180.0,0.0,-168.8,176.45828853967348,137.24536602982738,55.0,-168.8,refit_recommended,pa-90,2,joint_contrast_refit,196.16693963994967,152.574320292032,,-168.8,CumulativeGrowth2D,196.16693963994967,152.574320292032,55.0,-168.8,CumulativeGrowth2D,False,0.7777779506173222,173.0029984691982,23506.99646668524,55.0
125,200.0,340.0,57.0,-210.0,340.0,200.0,57.0,-210.73250879769853,refit_recommended,pa-90,2,joint_contrast_refit,420.2112676056338,247.1830985915493,,-210.73250879769853,CumulativeGrowth2D,420.2112676056338,247.1830985915493,57.0,-210.73250879769853,CumulativeGrowth2D,False,0.5882352941176471,322.28733017269434,81578.61858700622,57.0
126,120.0,240.0,119.0,-98.7,245.03766215116423,122.51883107558211,-61.0,-91.14225668316148,refit_recommended,pa-90,2,joint_contrast_refit,282.55258310303964,148.34010612909577,,-91.14225668316148,CumulativeGrowth2D,282.55258310303964,148.34010612909577,-61.0,-91.14225668316148,CumulativeGrowth2D,False,0.5249999999999999,204.72879661775735,32919.084502102276,119.0
127,200.0,400.0,0.0,-144.0,400.0,200.0,15.0,-144.0,refit_recommended,pa-90,2,joint_contrast_refit,486.0845070422534,243.0422535211267,,-144.0,CumulativeGrowth2D,486.0845070422534,243.0422535211267,15.0,-144.0,CumulativeGrowth2D,False,0.5,343.71365115929746,92786.21173977792,15.0
128,60.0,100.0,0.0,-82.2,248.1964093741458,148.9178158409243,0.0,-82.2,refit_recommended,pa-90,2,joint_contrast_refit,248.19640937414576,148.9178158409243,,-82.2,CumulativeGrowth2D,248.19640937414576,148.9178158409243,0.0,-82.2,CumulativeGrowth2D,False,0.599999880000024,192.25209279370068,29028.997203543233,0.0
129,60.0,180.0,49.0,-82.2,219.03766215116423,73.01255405038808,49.0,-82.2,refit_recommended,pa-90,2,joint_contrast_refit,297.9220709005342,104.27272481518696,,-82.2,CumulativeGrowth2D,297.9220709005342,104.27272481518696,49.0,-82.2,CumulativeGrowth2D,False,0.35,176.25307405938207,24398.508704694414,49.0
130,660.0,680.0,90.0,-69.8,680.0,660.0000194117653,-90.0,-69.8,refit_recommended,pa-90,2,joint_contrast_refit,953.0535211267604,925.0225624178134,,-69.8,CumulativeGrowth2D,953.0535211267604,925.0225624178134,-90.0,-69.8,CumulativeGrowth2D,False,0.9705882638408313,938.9334429202081,692403.8872962982,90.0
131,80.0,120.0,90.0,-197.6,227.617035762655,151.74469050843666,-85.0,-190.1134998124335,refit_recommended,pa-90,2,joint_contrast_refit,342.5796681915114,228.38644546100764,,-190.1134998124335,CumulativeGrowth2D,342.5796681915114,228.38644546100764,-85.0,-190.1134998124335,CumulativeGrowth2D,False,0.6666666666666667,279.71512777372396,61449.986398077956,95.0
132,460.0,480.0,90.0,-61.6,480.0,460.0001150000288,-90.0,-54.0280405096845,keep_base_geometry,pa-90,2,joint_contrast_refit,593.2394366197184,568.5212688908807,,-54.0280405096845,CumulativeGrowth2D,593.2394366197184,568.5212688908807,-90.0,-54.0280405096845,CumulativeGrowth2D,False,0.9583335729167266,580.7488590287143,264890.639516939,90.0
133,160.0,240.0,98.0,-148.2,270.32734895690965,180.21823263793976,-47.0,-140.6278782477975,refit_recommended,pa-90,2,joint_contrast_refit,328.50484039439664,219.0032269295978,,-140.6278782477975,CumulativeGrowth2D,328.50484039439664,219.0032269295978,-47.0,-140.6278782477975,CumulativeGrowth2D,False,0.6666666666666667,268.2230790002332,56504.38710127388,133.0
134,20.0,120.0,47.0,-69.8,262.1964093741458,43.69940156235763,37.0,-62.275644103790505,refit_recommended,pa-90,2,joint_contrast_refit,345.76689872818685,125.8207325927569,,-62.275644103790505,CumulativeGrowth2D,345.76689872818685,125.8207325927569,37.0,-62.275644103790505,CumulativeGrowth2D,False,0.36388888888888893,208.57767019579552,34168.46789294086,37.0
135,0.0,200.0,168.0,-82.2,205.08130867875215,205.08130867875215,73.0,-91.14225668316148,refit_recommended,pa-90,2,joint_contrast_refit,274.6934148640751,269.1995465667936,,-91.14225668316148,CumulativeGrowth2D,274.6934148640751,269.1995465667936,73.0,-91.14225668316148,CumulativeGrowth2D,False,0.9799999999999999,271.9326069567479,58078.10716535228,73.0
136,220.0,320.0,49.0,-185.3,320.0,220.00006875002148,49.0,-181.86589621832752,refit_recommended,pa-90,2,joint_contrast_refit,455.12112676056336,312.8958724278474,,-181.86589621832752,CumulativeGrowth2D,455.12112676056336,312.8958724278474,49.0,-181.86589621832752,CumulativeGrowth2D,False,0.6875002148438171,377.3665618706716,111845.03545066385,49.0
137,0.0,80.0,0.0,-57.5,146.45828853967348,73.22914426983674,-55.0,-57.5,refit_recommended,pa-90,2,joint_contrast_refit,171.91315164642796,85.95657582321398,,-57.5,CumulativeGrowth2D,171.91315164642796,85.95657582321398,-55.0,-57.5,CumulativeGrowth2D,False,0.5,121.56095530434051,11605.880382530482,125.0
138,160.0,200.0,0.0,-74.0,205.08130867875215,164.06504694300173,-30.0,-74.0,refit_recommended,pa-90,2,joint_contrast_refit,227.98686892977327,182.3894951438187,,-74.0,CumulativeGrowth2D,227.98686892977327,182.3894951438187,-30.0,-74.0,CumulativeGrowth2D,False,0.8000000000000004,203.91765476172313,32658.748383573464,150.0
139,220.0,400.0,0.0,-61.6,400.0,219.99997800000224,0.0,-61.6,refit_recommended,pa-90,2,joint_contrast_refit,477.8028169014084,262.7915230166224,,-61.6,CumulativeGrowth2D,477.8028169014084,262.7915230166224,0.0,-61.6,CumulativeGrowth2D,False,0.5499999450000057,354.34803506602583,98616.58041831464,0.0
140,80.0,160.0,0.0,-61.6,190.41464201208552,95.20732100604276,15.0,-61.6,refit_recommended,pa-90,2,joint_contrast_refit,247.16356912441967,123.58178456220986,,-61.6,CumulativeGrowth2D,247.16356912441967,123.58178456220986,15.0,-61.6,CumulativeGrowth2D,False,0.5000000000000001,174.77103579014715,23989.920103773027,15.0
141,100.0,260.0,126.0,-57.5,267.01583888737025,130.408819063061,76.0,-49.9042387126315,refit_recommended,pa-90,2,joint_contrast_refit,302.3672316414728,156.9880947061241,,-49.9042387126315,CumulativeGrowth2D,302.3672316414728,156.9880947061241,76.0,-49.9042387126315,CumulativeGrowth2D,False,0.5191967854911945,217.8716493648499,37281.323685900425,76.0
