Seq,label,Maj_pc,Min_pc,q_ba,PA_deg,v_center_kms,RA_deg,Dec_deg
145,CAP30_POSTPV_0247,483.0,483.0,1.0,-90.0,-161.2468872330625,11.135686175201634,42.11988547872996
146,CAP30_POSTPV_0250,483.0,483.0,1.0,-90.0,-115.8850674654795,11.124123338999407,41.96435764724966
147,CAP30_POSTPV_0251,572.2860000000001,572.2860000000001,1.0,-55.0,-367.4369770857125,10.796965752753064,41.058722691522135
148,CAP30_POSTPV_0252,504.0,504.0,1.0,-90.0,-441.6654094326665,9.931365612820242,40.869914873455336
149,CAP30_POSTPV_0253,435.0,261.0,0.6,-90.0,-487.0272292002495,10.161954888179398,40.4871401461918
150,CAP30_POSTPV_0256,600.0,600.0,1.0,0.0,-223.10391418885752,11.181348645497016,41.41868587661854
151,CAP30_POSTPV_0257,700.3499999999999,700.3499999999999,1.0,-90.0,-540.6366525619385,9.847979177026692,40.44609876524485
152,CAP30_POSTPV_0259,600.0,600.0,1.0,-90.0,-297.3323465358115,10.334706316266775,41.42505455750646
153,CAP30_POSTPV_0260,522.0,417.6,0.8,-90.0,-346.8179681004475,10.322918420393114,41.27987799216372
154,CAP30_POSTPV_0265,690.0,414.0,0.6,30.0,-165.3706890301155,10.968817279652272,41.77816042431232
155,CAP30_POSTPV_0266,730.8,511.56,0.7000000000000001,45.0,-70.5232476978965,11.660283731829168,42.10057635263299
156,CAP30_POSTPV_0269,720.0,504.0,0.7,20.0,-251.97052676822847,10.627526474310269,41.66779467368298
157,CAP30_POSTPV_0271,462.55,462.55,1.0,-90.0,-78.7708512920025,11.193317067199445,41.90407183279341
158,CAP30_POSTPV_0274,720.0,720.0,1.0,-90.0,-355.0655716945535,10.188198434733994,41.107569142849535
159,CAP30_POSTPV_0277,345.0,310.5,0.9,70.0,-305.5799501299175,10.896416721648023,41.1687225608693
160,CAP30_POSTPV_0278,550.275,275.1375,0.5,20.0,-416.9225986503485,10.316779476211527,41.15569075615859
161,CAP30_POSTPV_0281,303.6,303.6,1.0,-45.0,-544.7604543589915,10.203488360712948,40.78095665187802
162,CAP30_POSTPV_0283,522.0,522.0,1.0,85.0,-74.6470494949495,11.068220336944774,41.613147159484406
163,CAP30_POSTPV_0284,690.0,621.0,0.9,15.0,-458.1606166208785,10.280311030778371,40.575128864384354
164,CAP30_POSTPV_0285,600.0,360.0,0.6,50.0,-190.1134998124335,11.069776740110925,42.05872492487846
165,CAP30_POSTPV_0287,695.5199999999999,695.5199999999999,1.0,-90.0,-557.1318597501505,10.141887734632416,40.73220655011287
166,CAP30_POSTPV_0290,600.0,420.0,0.7,85.0,-557.1318597501505,10.021859249593575,40.56322707402042
167,CAP30_POSTPV_0293,435.0,391.5,0.9,75.0,-115.8850674654795,11.497773340990545,42.34741864088799
168,CAP30_POSTPV_0294,420.0,420.0,1.0,-90.0,-520.0176435766735,9.727819409209582,40.53975216803085
169,CAP30_POSTPV_0295,483.0,483.0,1.0,-90.0,-185.9896980153805,10.78240994094348,41.67249013980957
170,CAP30_POSTPV_0299,504.0,352.79999999999995,0.7,70.0,-375.6845806798185,10.707941103023392,40.89085603283814
171,CAP30_POSTPV_0301,517.5,414.0,0.8,-90.0,-124.1326710595855,11.61638576037689,41.91576874820924
172,CAP30_POSTPV_0307,496.8,496.8,1.0,-90.0,-185.9896980153805,11.083054113880184,42.05798595922573
173,CAP30_POSTPV_0308,390.0,390.0,1.0,-90.0,-152.9992836389565,11.10357508350941,41.99263005962288
174,CAP30_POSTPV_0309,531.9325,372.35275,0.7000000000000001,-45.0,-111.76126566842647,11.104139467401204,41.90803771597545
175,CAP30_POSTPV_0311,522.0,522.0,1.0,-90.0,-577.7508687354155,10.067957948358554,40.71905388586585
176,CAP30_POSTPV_0313,435.0,435.0,1.0,-90.0,-334.4465627092885,10.437488328699216,41.33337456730254
177,CAP30_POSTPV_0314,468.0,421.2,0.9,-75.0,-239.5991213770695,10.730628573163996,41.806832214810434
178,CAP30_POSTPV_0320,360.0,360.0,1.0,-90.0,-441.6654094326665,10.345364715158697,40.65590186823959
179,CAP30_POSTPV_0321,319.0,287.1,0.9,-10.0,-379.80838247687154,10.61519950253459,40.85291969999784
180,CAP30_POSTPV_0325,264.0,184.8,0.7000000000000001,20.0,-388.0559860709775,10.70890971885851,41.02780231682723
181,CAP30_POSTPV_0329,497.64,447.876,0.9,0.0,-223.10391418885752,10.8156061427453,41.812462509213226
182,CAP30_POSTPV_0331,316.8,221.76,0.7,60.0,-289.0847429417055,10.96521049921034,41.20565945454842
183,CAP30_POSTPV_0332,264.0,184.8,0.7000000000000001,15.0,-449.9130130267725,10.559896860605493,40.96759747933764
184,CAP30_POSTPV_0339,253.0,227.7,0.8999999999999999,-45.0,-569.5032651413095,10.119621597251442,40.65612128656917
185,CAP30_POSTPV_0340,345.0,310.5,0.9,85.0,-120.0088692625325,11.289847907474655,41.65248391426113
186,CAP30_POSTPV_0341,220.0,198.0,0.9,40.0,-553.0080579530975,9.922700845304794,40.504268771450256
187,CAP30_POSTPV_0343,286.0,257.40000000000003,0.9000000000000001,25.0,-185.9896980153805,11.184113568765916,41.44103556101715
188,CAP30_POSTPV_0346,366.85,330.165,0.9,45.0,-152.9992836389565,11.004129096502906,41.80043115145343
189,CAP30_POSTPV_0348,264.0,264.0,1.0,-45.0,-227.2277159859105,10.773751393881629,41.86500459951415
190,CAP30_POSTPV_0349,264.0,264.0,1.0,-10.0,-478.7796256061435,10.29513683940545,40.63546276713032
191,CAP30_POSTPV_0350,264.0,264.0,1.0,-45.0,-375.6845806798185,10.647657243861726,40.929742019805296
192,CAP30_POSTPV_0351,366.85,366.85,1.0,10.0,-136.5040764507445,11.129713900411613,41.98919982632469
193,CAP30_POSTPV_0352,300.0,300.0,1.0,10.0,-260.21813036233453,11.048357072619291,41.31820635741432
194,CAP30_POSTPV_0353,366.85,366.85,1.0,-90.0,-375.6845806798185,10.63150047910878,40.90417962309411
195,CAP30_POSTPV_0354,421.8775,379.68975,0.9,10.0,-124.1326710595855,11.077427379184831,41.81298568248403
196,CAP30_POSTPV_0355,300.0,300.0,1.0,5.0,-120.0088692625325,11.236248505538708,42.077644271415046
197,CAP30_POSTPV_0356,303.6,303.6,1.0,-45.0,-441.6654094326665,10.462730649080878,40.76216729100136
198,CAP30_POSTPV_0357,360.0,360.0,1.0,15.0,-173.6182926242215,10.931326466294315,41.81227516164788
199,CAP30_POSTPV_0358,264.0,264.0,1.0,-50.0,-503.52243638846153,9.786069350251193,40.68010283435608
200,CAP30_POSTPV_0359,303.6,273.23999999999995,0.8999999999999998,65.0,-367.4369770857125,10.30011652889354,41.19744242064299
201,CAP30_POSTPV_0361,303.6,273.23999999999995,0.8999999999999998,45.0,-396.3035896650835,10.09028461831419,41.04974302377511
202,CAP30_POSTPV_0362,264.0,264.0,1.0,-45.0,-148.87548184190348,11.507196155094196,41.74254506600336
