Seq,label,Maj_pc,Min_pc,q_ba,PA_deg,v_center_kms,RA_deg,Dec_deg
81,CAP30_POSTPV_0160,514.8000000000001,514.8000000000001,1.0,-45.0,-305.5799501299175,10.522917066324553,41.41866484242897
82,CAP30_POSTPV_0161,475.2000000000001,427.68000000000006,0.8999999999999999,45.0,-181.86589621832752,11.233842431983703,41.493450862015294
83,CAP30_POSTPV_0164,440.22,440.22,1.0,-90.0,-544.7604543589915,9.996726543709409,40.58919241496964
84,CAP30_POSTPV_0165,601.315,420.9205,0.7,70.0,-437.5416076356135,10.41189691383438,40.63774527247508
85,CAP30_POSTPV_0166,394.68,394.68,1.0,-45.0,-342.6941663033945,10.829371650057055,41.053130976960496
86,CAP30_POSTPV_0169,394.68,236.808,0.6,-20.0,-437.5416076356135,10.028924105805537,40.88606969571489
87,CAP30_POSTPV_0172,303.6,242.88,0.7999999999999999,40.0,-581.8746705324686,10.06146217807323,40.72776935927404
88,CAP30_POSTPV_0175,220.0,198.0,0.9,-40.0,-396.3035896650835,10.369417172735384,41.21904158188645
89,CAP30_POSTPV_0176,220.0,198.0,0.9,45.0,-445.7892112297195,10.245165659497909,41.05141053697335
90,CAP30_POSTPV_0177,253.0,202.4,0.8,-45.0,-478.7796256061435,9.359247556200048,40.283236328911286
91,CAP30_POSTPV_0178,264.0,264.0,1.0,-45.0,-66.3994459008435,11.41740008620408,41.88329507954476
92,CAP30_POSTPV_0179,220.0,198.0,0.9,45.0,-470.5320220120375,10.09332840114369,40.87475208483192
93,CAP30_POSTPV_0180,264.0,211.2,0.7999999999999999,50.0,-140.6278782477975,11.38582936116263,41.74333919314675
94,CAP30_POSTPV_0181,303.6,303.6,1.0,-90.0,-272.58953575349346,10.970763285986942,41.25120164956288
95,CAP30_POSTPV_0183,303.6,242.88,0.7999999999999999,10.0,-342.6941663033945,10.444053567466115,41.30866608819908
96,CAP30_POSTPV_0184,253.0,227.7,0.8999999999999999,-90.0,-239.5991213770695,10.68609306696541,41.66378089289167
97,CAP30_POSTPV_0186,366.85,293.48,0.8,10.0,-309.70375192697054,10.328651832179888,41.34684083088823
98,CAP30_POSTPV_0187,420.0,378.0,0.9,-80.0,-268.4657339564405,10.99959065825551,41.3677941846176
99,CAP30_POSTPV_0188,303.6,242.88,0.7999999999999999,45.0,-140.6278782477975,11.0279877329557,41.837170860957045
100,CAP30_POSTPV_0189,504.0,352.79999999999995,0.7,30.0,-198.36110340653948,11.215756098788177,41.50395202702348
101,CAP30_POSTPV_0190,366.85,330.165,0.9,45.0,-264.3419321593875,10.982051641267905,41.29603453318453
102,CAP30_POSTPV_0191,303.6,242.88,0.7999999999999999,-10.0,-111.76126566842647,11.113222829060156,41.87105765947718
103,CAP30_POSTPV_0192,264.0,184.8,0.7000000000000001,55.0,-70.5232476978965,11.44558832475554,42.16592832389821
104,CAP30_POSTPV_0193,264.0,264.0,1.0,60.0,-268.4657339564405,10.585876724594735,41.669294518999685
105,CAP30_POSTPV_0194,303.6,273.23999999999995,0.8999999999999998,-20.0,-198.36110340653948,10.855286059485564,41.66782267452903
106,CAP30_POSTPV_0195,476.905,238.4525,0.5,30.0,-532.3890489678325,10.184376122621789,40.90726934060041
107,CAP30_POSTPV_0196,343.2,343.2,1.0,-45.0,-396.3035896650835,10.507911668625642,40.735161371289145
108,CAP30_POSTPV_0197,414.7,373.23,0.9,-90.0,-280.83713934759953,10.982110733422898,41.22783953283764
109,CAP30_POSTPV_0198,360.0,360.0,1.0,-85.0,-231.3515177829635,10.81382498328559,41.85329985186853
110,CAP30_POSTPV_0199,345.0,310.5,0.9,20.0,-495.2748327943555,9.856712154810108,40.67007876002268
111,CAP30_POSTPV_0200,264.0,211.2,0.7999999999999999,40.0,-289.0847429417055,11.009354401600428,41.24734966054158
112,CAP30_POSTPV_0202,366.85,330.165,0.9,25.0,-408.67499505624255,10.522961875609816,40.80226961620213
113,CAP30_POSTPV_0203,345.0,241.5,0.7,35.0,-132.3802746536915,11.271436603196454,41.63118844795182
114,CAP30_POSTPV_0205,497.64,497.64,1.0,-45.0,-355.0655716945535,10.703550995437864,40.95891362240467
115,CAP30_POSTPV_0206,319.0,223.3,0.7000000000000001,45.0,-342.6941663033945,10.476044552249954,41.30761714685362
116,CAP30_POSTPV_0207,319.0,287.1,0.9,5.0,-169.4944908271685,10.99087669849175,41.95117060336165
117,CAP30_POSTPV_0208,414.0,414.0,1.0,-90.0,-474.6558238090905,10.195034113619997,40.533819382554846
118,CAP30_POSTPV_0209,366.85,330.165,0.9,-20.0,-540.6366525619385,9.816750459127812,40.39085675608916
119,CAP30_POSTPV_0210,300.0,300.0,1.0,-10.0,-256.0943285652815,11.045034200981078,41.38613408217526
120,CAP30_POSTPV_0211,421.8775,379.68975,0.9,70.0,-157.1230854360095,11.061534518132223,41.99374545816212
121,CAP30_POSTPV_0212,366.85,366.85,1.0,-90.0,-301.4561483328645,10.94920749541854,41.22000284148767
122,CAP30_POSTPV_0213,300.0,210.0,0.7,60.0,-305.5799501299175,10.887347332211432,41.09971067704178
123,CAP30_POSTPV_0215,440.22,396.198,0.8999999999999999,50.0,-74.6470494949495,11.384201294992137,41.81599314284179
124,CAP30_POSTPV_0216,414.0,414.0,1.0,-90.0,-218.98011239180448,10.86853914711148,41.6861363265254
125,CAP30_POSTPV_0217,345.0,276.0,0.8,0.0,-561.2556615472035,10.168600378415777,40.785666336174856
126,CAP30_POSTPV_0218,319.0,319.0,1.0,-45.0,-458.1606166208785,9.828059738752051,40.79043470208567
127,CAP30_POSTPV_0219,345.0,345.0,1.0,45.0,-144.7516800448505,10.985846938051235,41.755755562427176
128,CAP30_POSTPV_0220,319.0,255.2,0.7999999999999999,20.0,-268.4657339564405,10.54527382833176,41.6157794622886
129,CAP30_POSTPV_0221,300.0,240.0,0.8,-20.0,-214.8563105947515,10.778780640857365,41.733744926572825
130,CAP30_POSTPV_0222,506.25299999999993,455.6277,0.9000000000000001,-15.0,-338.5703645063415,10.819072980618222,41.15078287514897
131,CAP30_POSTPV_0224,462.55,416.295,0.9,20.0,-87.01845488610851,11.448748669051769,41.82128283651187
132,CAP30_POSTPV_0226,414.0,414.0,1.0,-90.0,-157.1230854360095,11.381026744266665,41.67808617868612
133,CAP30_POSTPV_0227,414.0,248.39999999999995,0.5999999999999999,-5.0,-256.0943285652815,11.044529034963618,41.29474589858237
134,CAP30_POSTPV_0229,360.0,360.0,1.0,50.0,-297.3323465358115,10.280344100908236,41.43932218144256
135,CAP30_POSTPV_0230,414.0,414.0,1.0,-90.0,-371.5607788827655,10.288451126547823,41.17295823547675
136,CAP30_POSTPV_0231,414.0,414.0,1.0,-90.0,-392.1797878680305,9.870714655634742,40.88769670301793
137,CAP30_POSTPV_0232,448.5,313.94999999999993,0.6999999999999998,50.0,-276.7133375505465,10.50150962913598,41.58794035900558
138,CAP30_POSTPV_0235,360.0,360.0,1.0,-90.0,-309.70375192697054,10.977976850149163,41.17076639783747
139,CAP30_POSTPV_0236,414.0,414.0,1.0,-90.0,-128.2564728566385,10.939286281947124,41.751977592490846
140,CAP30_POSTPV_0237,382.8,344.52000000000004,0.9,45.0,-383.93218427392446,10.73783190297772,41.049320582584144
141,CAP30_POSTPV_0239,366.85,256.795,0.7,35.0,-58.15184230673751,11.215511421035544,41.79007616089369
142,CAP30_POSTPV_0242,420.0,420.0,1.0,-90.0,-359.1893734916065,10.017870100816866,41.08920902140946
143,CAP30_POSTPV_0243,360.0,360.0,1.0,-90.0,-441.6654094326665,10.484861328452446,40.6591472750402
144,CAP30_POSTPV_0246,420.0,378.0,0.9,45.0,-115.8850674654795,11.397625601482234,42.2167937539984
