Seq,tracer,source_catalog,object_label,ra_deg,dec_deg,x_arcmin,y_arcmin,HRV,Maj,Min,PA,source_candidate_id,new_candidate_id,candidate_id,cap30_postpv_id,postpv_class_final,science_tier_postpv,bb86_relation,bb86_primary_flag,origin,is_bb86,is_new,foreground_review_flag,has_video,video_path,video_name,contrast_joint_refit_png,summary_2dcg_png
84,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0165,10.41189691383438,40.63774527247508,-12.303095066727177,-37.86028365149505,-437.5416076356135,601.315,420.9205,70.0,16274,775,775,CAP30_POSTPV_0165,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
85,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0166,10.829371650057055,41.053130976960496,6.523946721720313,-12.937141382370072,-342.6941663033945,394.68,394.68,-45.0,16298,847,847,CAP30_POSTPV_0166,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
86,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0169,10.028924105805537,40.88606969571489,-29.5741882251698,-22.96081825710658,-437.5416076356135,394.68,236.808,-20.0,16558,805,805,CAP30_POSTPV_0169,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
87,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0172,10.06146217807323,40.72776935927404,-28.106804469586976,-32.45883844355731,-581.8746705324686,303.6,242.88,40.0,17084,883,883,CAP30_POSTPV_0172,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
88,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0175,10.369417172735384,41.21904158188645,-14.218822634027525,-2.982505086812779,-396.3035896650835,220.0,198.0,-40.0,8,2,2,CAP30_POSTPV_0175,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
89,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0176,10.245165659497909,41.05141053697335,-19.822247773392192,-13.040367781598832,-445.7892112297195,220.0,198.0,45.0,18,8,8,CAP30_POSTPV_0176,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
90,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0177,9.359247556200048,40.283236328911286,-59.774886112289124,-59.130820265322654,-478.7796256061435,253.0,202.4,-45.0,34,14,14,CAP30_POSTPV_0177,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
91,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0178,11.41740008620408,41.88329507954476,33.042523726654075,36.872704772685694,-66.3994459008435,264.0,264.0,-45.0,43,20,20,CAP30_POSTPV_0178,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
92,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0179,10.09332840114369,40.87475208483192,-26.66971939273684,-23.63987491008473,-470.5320220120375,220.0,198.0,45.0,59,26,26,CAP30_POSTPV_0179,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
93,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0180,11.38582936116263,41.74333919314675,31.618764854380863,28.475351588805324,-140.6278782477975,264.0,211.2,50.0,77,32,32,CAP30_POSTPV_0180,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
94,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0181,10.970763285986942,41.25120164956288,12.90034751251946,-1.0529010262270333,-272.58953575349346,303.6,303.6,-90.0,89,38,38,CAP30_POSTPV_0181,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
95,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0183,10.444053567466115,41.30866608819908,-10.852912315121333,2.3949652919451125,-342.6941663033945,303.6,242.88,10.0,133,50,50,CAP30_POSTPV_0183,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
96,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0184,10.68609306696541,41.66378089289167,0.062449444871634105,23.70185357350053,-239.5991213770695,253.0,227.7,-90.0,149,56,56,CAP30_POSTPV_0184,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
97,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0186,10.328651832179888,41.34684083088823,-16.05723512600939,4.685449853294159,-309.70375192697054,366.85,293.48,10.0,187,68,68,CAP30_POSTPV_0186,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
98,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0187,10.99959065825551,41.3677941846176,14.200388198243656,5.94265107705624,-268.4657339564405,420.0,378.0,-80.0,196,74,74,CAP30_POSTPV_0187,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
99,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0188,11.0279877329557,41.837170860957045,15.481023565278079,34.105251657422855,-140.6278782477975,303.6,242.88,45.0,220,80,80,CAP30_POSTPV_0188,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
100,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0189,11.215756098788177,41.50395202702348,23.948896141382793,14.112121621408988,-198.36110340653948,504.0,352.79999999999995,30.0,233,86,86,CAP30_POSTPV_0189,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
101,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0190,10.982051641267905,41.29603453318453,13.409423435341678,1.6370719910720766,-264.3419321593875,366.85,330.165,45.0,251,92,92,CAP30_POSTPV_0190,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
102,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0191,11.113222829060156,41.87105765947718,19.324908181436037,36.13845956863102,-111.76126566842647,303.6,242.88,-10.0,265,98,98,CAP30_POSTPV_0191,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
103,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0192,11.44558832475554,42.16592832389821,34.31374111804137,53.83069943389259,-70.5232476978965,264.0,184.8,55.0,282,104,104,CAP30_POSTPV_0192,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
104,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0193,10.585876724594735,41.669294518999685,-4.45705102303616,24.03267113998126,-268.4657339564405,264.0,264.0,60.0,301,110,110,CAP30_POSTPV_0193,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
105,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0194,10.855286059485564,41.66782267452903,7.69262024110004,23.944360471741817,-198.36110340653948,303.6,273.23999999999995,-20.0,325,116,116,CAP30_POSTPV_0194,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
106,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0195,10.184376122621789,40.90726934060041,-22.56370025366067,-21.688839563975364,-532.3890489678325,476.905,238.4525,30.0,361,128,128,CAP30_POSTPV_0195,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
107,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0196,10.507911668625642,40.735161371289145,-7.973075441782857,-32.01531772265113,-396.3035896650835,343.2,343.2,-45.0,385,134,134,CAP30_POSTPV_0196,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
108,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0197,10.982110733422898,41.22783953283764,13.41208834024465,-2.4546280297413148,-280.83713934759953,414.7,373.23,-90.0,404,140,140,CAP30_POSTPV_0197,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
109,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0198,10.81382498328559,41.85329985186853,5.822831852768526,35.07299111211182,-231.3515177829635,360.0,360.0,-85.0,428,146,146,CAP30_POSTPV_0198,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
110,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0199,9.856712154810108,40.67007876002268,-37.340506319521836,-35.92027439863884,-495.2748327943555,345.0,310.5,20.0,453,152,152,CAP30_POSTPV_0199,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
111,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0200,11.009354401600428,41.24734966054158,14.640708026048497,-1.2840203675050077,-289.0847429417055,264.0,211.2,40.0,490,158,158,CAP30_POSTPV_0200,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
112,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0202,10.522961875609816,40.80226961620213,-7.294349638205855,-27.988823027871916,-408.67499505624255,366.85,330.165,25.0,551,170,170,CAP30_POSTPV_0202,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
113,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0203,11.271436603196454,41.63118844795182,26.459944337452136,21.746306877109447,-132.3802746536915,345.0,241.5,35.0,579,176,176,CAP30_POSTPV_0203,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
114,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0205,10.703550995437864,40.95891362240467,0.8497573233423563,-18.590182655719474,-355.0655716945535,497.64,497.64,-45.0,630,188,188,CAP30_POSTPV_0205,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
115,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0206,10.476044552249954,41.30761714685362,-9.410200804411701,2.3320288112175547,-342.6941663033945,319.0,223.3,45.0,656,194,194,CAP30_POSTPV_0206,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
116,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0207,10.99087669849175,41.95117060336165,13.807410922302205,40.94523620169937,-169.4944908271685,319.0,287.1,5.0,697,200,200,CAP30_POSTPV_0207,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
117,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0208,10.195034113619997,40.533819382554846,-22.08305214613751,-44.09583704670908,-474.6558238090905,414.0,414.0,-90.0,724,206,206,CAP30_POSTPV_0208,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
118,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0209,9.816750459127812,40.39085675608916,-39.14267648520703,-52.673594634650414,-540.6366525619385,366.85,330.165,-20.0,751,212,212,CAP30_POSTPV_0209,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
119,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0210,11.045034200981078,41.38613408217526,16.24977563100323,7.043044930515805,-256.0943285652815,300.0,300.0,-10.0,784,218,218,CAP30_POSTPV_0210,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
120,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0211,11.061534518132223,41.99374545816212,16.993897690551158,43.49972748972718,-157.1230854360095,421.8775,379.68975,70.0,821,224,224,CAP30_POSTPV_0211,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
121,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0212,10.94920749541854,41.22000284148767,11.928236544832354,-2.9248295107396416,-301.4561483328645,366.85,366.85,-90.0,858,230,230,CAP30_POSTPV_0212,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
122,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0213,10.887347332211432,41.09971067704178,9.138501558044577,-10.142359377493193,-305.5799501299175,300.0,210.0,60.0,880,236,236,CAP30_POSTPV_0213,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
123,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0215,11.384201294992137,41.81599314284179,31.54534323825249,32.834588570507606,-74.6470494949495,440.22,396.198,50.0,951,248,248,CAP30_POSTPV_0215,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
124,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0216,10.86853914711148,41.6861363265254,8.290300562588977,25.043179591524165,-218.98011239180448,414.0,414.0,-90.0,981,254,254,CAP30_POSTPV_0216,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
125,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0217,10.168600378415777,40.785666336174856,-23.27514592842846,-28.985019829508474,-561.2556615472035,345.0,276.0,0.0,1018,260,260,CAP30_POSTPV_0217,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
126,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0218,9.828059738752051,40.79043470208567,-38.63265692807335,-28.69891787485969,-458.1606166208785,319.0,319.0,-45.0,1041,266,266,CAP30_POSTPV_0218,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
127,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0219,10.985846938051235,41.755755562427176,13.580581603584012,29.22033374563071,-144.7516800448505,345.0,345.0,45.0,1130,278,278,CAP30_POSTPV_0219,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
128,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0220,10.54527382833176,41.6157794622886,-6.28813769331382,20.82176773731618,-268.4657339564405,319.0,255.2,20.0,1152,284,284,CAP30_POSTPV_0220,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
129,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0221,10.778780640857365,41.733744926572825,4.242421729476793,27.89969559436969,-214.8563105947515,300.0,240.0,-20.0,1253,296,296,CAP30_POSTPV_0221,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
130,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0222,10.819072980618222,41.15078287514897,6.059503096592993,-7.078027491061647,-338.5703645063415,506.25299999999993,455.6277,-15.0,1309,302,302,CAP30_POSTPV_0222,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
131,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0224,11.448748669051769,41.82128283651187,34.45626455471524,33.15197019071235,-87.01845488610851,462.55,416.295,20.0,1376,314,314,CAP30_POSTPV_0224,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
132,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0226,11.381026744266665,41.67808617868612,31.402179127990912,24.56017072116751,-157.1230854360095,414.0,414.0,-90.0,1461,326,326,CAP30_POSTPV_0226,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
133,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0227,11.044529034963618,41.29474589858237,16.22699393693745,1.5597539149423767,-256.0943285652815,414.0,248.39999999999995,-5.0,1510,332,332,CAP30_POSTPV_0227,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
134,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0229,10.280344100908236,41.43932218144256,-18.23579012932672,10.234330886553948,-297.3323465358115,360.0,360.0,50.0,1594,344,344,CAP30_POSTPV_0229,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
135,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0230,10.288451126547823,41.17295823547675,-17.870184028517993,-5.747505871394907,-371.5607788827655,414.0,414.0,-90.0,1646,350,350,CAP30_POSTPV_0230,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
136,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0231,9.870714655634742,40.88769670301793,-36.70902938141185,-22.86319781892402,-392.1797878680305,414.0,414.0,-90.0,1673,356,356,CAP30_POSTPV_0231,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
137,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0232,10.50150962913598,41.58794035900558,-8.261791032320724,19.151421540334894,-276.7133375505465,448.5,313.94999999999993,50.0,1687,362,362,CAP30_POSTPV_0232,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
138,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0235,10.977976850149163,41.17076639783747,13.22566078813129,-5.879016129751733,-309.70375192697054,360.0,360.0,-90.0,1797,380,380,CAP30_POSTPV_0235,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
139,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0236,10.939286281947124,41.751977592490846,11.48081521747613,28.99365554945092,-128.2564728566385,414.0,414.0,-90.0,1832,386,386,CAP30_POSTPV_0236,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
140,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0237,10.73783190297772,41.049320582584144,2.395738487707983,-13.165765044951172,-383.93218427392446,382.8,344.52000000000004,45.0,1862,392,392,CAP30_POSTPV_0237,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
141,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0239,11.215511421035544,41.79007616089369,23.937861801160903,31.279569653621593,-58.15184230673751,366.85,256.795,35.0,2056,410,410,CAP30_POSTPV_0239,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
142,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0242,10.017870100816866,41.08920902140946,-30.072695549791234,-10.772458715432265,-359.1893734916065,420.0,420.0,-90.0,2272,428,428,CAP30_POSTPV_0242,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
143,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0243,10.484861328452446,40.6591472750402,-9.012586770313199,-36.57616349758797,-441.6654094326665,360.0,360.0,-90.0,2313,434,434,CAP30_POSTPV_0243,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
144,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0246,11.397625601482234,42.2167937539984,32.15074509216298,56.882625239904314,-115.8850674654795,420.0,378.0,45.0,2561,452,452,CAP30_POSTPV_0246,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
145,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0247,11.135686175201634,42.11988547872996,20.337947581952942,51.06812872379791,-161.2468872330625,483.0,483.0,-90.0,2647,458,458,CAP30_POSTPV_0247,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
146,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0250,11.124123338999407,41.96435764724966,19.816493272305358,41.73645883497997,-115.8850674654795,483.0,483.0,-90.0,2965,482,482,CAP30_POSTPV_0250,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
147,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0251,10.796965752753064,41.058722691522135,5.062523718607216,-12.601638508671726,-367.4369770857125,572.2860000000001,572.2860000000001,-55.0,3041,488,488,CAP30_POSTPV_0251,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
148,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0252,9.931365612820242,40.869914873455336,-33.973826490399844,-23.93010759267966,-441.6654094326665,504.0,504.0,-90.0,3126,494,494,CAP30_POSTPV_0252,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
149,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0253,10.161954888179398,40.4871401461918,-23.57484052436272,-46.89659122849193,-487.0272292002495,435.0,261.0,-90.0,3255,500,500,CAP30_POSTPV_0253,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
150,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0256,11.181348645497016,41.41868587661854,22.39720808761463,8.996152597112541,-223.10391418885752,600.0,600.0,0.0,3522,518,518,CAP30_POSTPV_0256,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
151,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0257,9.847979177026692,40.44609876524485,-37.73434125945997,-49.35907408530895,-540.6366525619385,700.3499999999999,700.3499999999999,-90.0,3590,524,524,CAP30_POSTPV_0257,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
152,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0259,10.334706316266775,41.42505455750646,-15.784193394328396,9.37827345038798,-297.3323465358115,600.0,600.0,-90.0,3742,536,536,CAP30_POSTPV_0259,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
153,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0260,10.322918420393114,41.27987799216372,-16.315797318961852,0.6676795298233174,-346.8179681004475,522.0,417.6,-90.0,3826,542,542,CAP30_POSTPV_0260,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
154,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0265,10.968817279652272,41.77816042431232,12.81258760897437,30.564625458739272,-165.3706890301155,690.0,414.0,30.0,4535,584,584,CAP30_POSTPV_0265,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
155,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0266,11.660283731829168,42.10057635263299,43.995954315744726,49.90958115797966,-70.5232476978965,730.8,511.56,45.0,4629,590,590,CAP30_POSTPV_0266,postpv_keep_review_DF_second_pass,science_review_visual_DF,,,,,,,False,,,,
156,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0269,10.627526474310269,41.66779467368298,-2.578753942193213,23.942680420978775,-251.97052676822847,720.0,504.0,20.0,4972,620,620,CAP30_POSTPV_0269,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
157,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0271,11.193317067199445,41.90407183279341,22.936953264944844,38.11930996760495,-78.7708512920025,462.55,462.55,-90.0,5157,638,638,CAP30_POSTPV_0271,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
158,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0274,10.188198434733994,41.107569142849535,-22.391323763250472,-9.67085142902775,-355.0655716945535,720.0,720.0,-90.0,5457,656,656,CAP30_POSTPV_0274,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
159,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0277,10.896416721648023,41.1687225608693,9.547507802262766,-6.001646347841927,-305.5799501299175,345.0,310.5,70.0,6446,1124,1124,CAP30_POSTPV_0277,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
160,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0278,10.316779476211527,41.15569075615859,-16.592647984679793,-6.783554630484332,-416.9225986503485,550.275,275.1375,20.0,6672,1100,1100,CAP30_POSTPV_0278,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
161,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0281,10.203488360712948,40.78095665187802,-21.701787246735428,-29.267600887318537,-544.7604543589915,303.6,303.6,-45.0,6851,1172,1172,CAP30_POSTPV_0281,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
162,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0283,11.068220336944774,41.613147159484406,17.295411002021936,20.663829569064518,-74.6470494949495,522.0,522.0,85.0,8208,1022,1022,CAP30_POSTPV_0283,postpv_keep_review_DF_second_pass,science_review_visual_DF,,,,,,,False,,,,
163,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0284,10.280311030778371,40.575128864384354,-18.237281507517764,-41.617268136938605,-458.1606166208785,690.0,621.0,15.0,8619,1064,1064,CAP30_POSTPV_0284,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
164,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0285,11.069776740110925,42.05872492487846,17.365600800125435,47.398495492707866,-190.1134998124335,600.0,360.0,50.0,9048,1046,1046,CAP30_POSTPV_0285,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
165,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0287,10.141887734632416,40.73220655011287,-24.47981777357933,-32.1926069932276,-557.1318597501505,695.5199999999999,695.5199999999999,-90.0,9646,1280,1280,CAP30_POSTPV_0287,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
166,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0290,10.021859249593575,40.56322707402042,-29.892795152945727,-42.331375558774766,-557.1318597501505,600.0,420.0,85.0,10192,1298,1298,CAP30_POSTPV_0290,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
167,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0293,11.497773340990545,42.34741864088799,36.66715174661456,64.72011845327941,-115.8850674654795,435.0,391.5,75.0,11096,1268,1268,CAP30_POSTPV_0293,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
168,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0294,9.727819409209582,40.53975216803085,-43.15323915601729,-43.73986991814874,-520.0176435766735,420.0,420.0,-90.0,11106,1256,1256,CAP30_POSTPV_0294,postpv_keep_DF_second_pass,science_keep_strong,,,,,,,False,,,,
169,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0295,10.78240994094348,41.67249013980957,4.406093871658056,24.22440838857426,-185.9896980153805,483.0,483.0,-90.0,11295,1262,1262,CAP30_POSTPV_0295,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
170,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0299,10.707941103023392,40.89085603283814,1.0477399359343802,-22.67363802971161,-375.6845806798185,504.0,352.79999999999995,70.0,11909,764,764,CAP30_POSTPV_0299,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
171,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0301,11.61638576037689,41.91576874820924,42.01626819045238,38.82112489255448,-124.1326710595855,517.5,414.0,-90.0,12491,788,788,CAP30_POSTPV_0301,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
172,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0307,11.083054113880184,42.05798595922573,17.964376364501987,47.3541575535441,-185.9896980153805,496.8,496.8,-90.0,13220,1202,1202,CAP30_POSTPV_0307,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
173,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0308,11.10357508350941,41.99263005962288,18.8898195571718,43.432803577373136,-152.9992836389565,390.0,390.0,-90.0,13304,698,698,CAP30_POSTPV_0308,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
174,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0309,11.104139467401204,41.90803771597545,18.915271825760957,38.35726295852737,-111.76126566842647,531.9325,372.35275,-45.0,13357,1052,1052,CAP30_POSTPV_0309,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
175,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0311,10.067957948358554,40.71905388586585,-27.813861860133528,-32.981766848049006,-577.7508687354155,522.0,522.0,-90.0,14108,854,854,CAP30_POSTPV_0311,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
