Seq,tracer,source_catalog,object_label,ra_deg,dec_deg,x_arcmin,y_arcmin,HRV,Maj,Min,PA,source_candidate_id,new_candidate_id,candidate_id,cap30_postpv_id,postpv_class_final,science_tier_postpv,bb86_relation,bb86_primary_flag,origin,is_bb86,is_new,foreground_review_flag,has_video,video_path,video_name,contrast_joint_refit_png,summary_2dcg_png
176,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0313,10.437488328699216,41.33337456730254,-11.14898777524122,3.877474038152684,-334.4465627092885,435.0,435.0,-90.0,14175,1220,1220,CAP30_POSTPV_0313,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
177,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0314,10.730628573163996,41.806832214810434,2.070886755011503,32.28493288862623,-239.5991213770695,468.0,421.2,-75.0,14179,728,728,CAP30_POSTPV_0314,postpv_keep_review_DF_second_pass,science_review_visual_DF,,,,,,,False,,,,
178,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0320,10.345364715158697,40.65590186823959,-15.303526891843038,-36.770887905624505,-441.6654094326665,360.0,360.0,-90.0,15033,908,908,CAP30_POSTPV_0320,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
179,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0321,10.61519950253459,40.85291969999784,-3.1346688098701914,-24.94981800012937,-379.80838247687154,319.0,287.1,-10.0,15140,770,770,CAP30_POSTPV_0321,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
180,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0325,10.70890971885851,41.02780231682723,1.0914220302563646,-14.45686099036621,-388.0559860709775,264.0,184.8,20.0,15659,950,950,CAP30_POSTPV_0325,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
181,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0329,10.8156061427453,41.812462509213226,5.9031575842924875,32.62275055279375,-223.10391418885752,497.64,447.876,0.0,15900,968,968,CAP30_POSTPV_0329,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
182,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0331,10.96521049921034,41.20565945454842,12.64993104509117,-3.7854327270947863,-289.0847429417055,316.8,221.76,60.0,16007,842,842,CAP30_POSTPV_0331,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
183,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0332,10.559896860605493,40.96759747933764,-5.62867637552876,-18.06915123974136,-449.9130130267725,264.0,184.8,15.0,16050,1010,1010,CAP30_POSTPV_0332,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
184,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0339,10.119621597251442,40.65612128656917,-25.48396356388966,-36.757722805849795,-569.5032651413095,253.0,227.7,-45.0,10,3,3,CAP30_POSTPV_0339,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
185,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0340,11.289847907474655,41.65248391426113,27.290247023937646,23.024034855668134,-120.0088692625325,345.0,310.5,85.0,23,9,9,CAP30_POSTPV_0340,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
186,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0341,9.922700845304794,40.504268771450256,-34.36458532188398,-45.86887371298445,-553.0080579530975,220.0,198.0,40.0,35,15,15,CAP30_POSTPV_0341,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
187,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0343,11.184113568765916,41.44103556101715,22.52189904830949,10.337133661029299,-185.9896980153805,286.0,257.40000000000003,25.0,61,27,27,CAP30_POSTPV_0343,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
188,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0346,11.004129096502906,41.80043115145343,14.405060143931012,31.90086908720602,-152.9992836389565,366.85,330.165,45.0,117,45,45,CAP30_POSTPV_0346,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
189,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0348,10.773751393881629,41.86500459951415,4.015615566705532,35.775275970849236,-227.2277159859105,264.0,264.0,-45.0,154,57,57,CAP30_POSTPV_0348,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
190,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0349,10.29513683940545,40.63546276713032,-17.56867549534306,-37.997233972180595,-478.7796256061435,264.0,264.0,-10.0,175,63,63,CAP30_POSTPV_0349,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
191,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0350,10.647657243861726,40.929742019805296,-1.670907774043925,-20.34047881168206,-375.6845806798185,264.0,264.0,-45.0,188,69,69,CAP30_POSTPV_0350,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
192,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0351,11.129713900411613,41.98919982632469,20.068613279089032,43.22698957948177,-136.5040764507445,366.85,366.85,10.0,198,75,75,CAP30_POSTPV_0351,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
193,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0352,11.048357072619291,41.31820635741432,16.399628634699518,2.967381444859285,-260.21813036233453,300.0,300.0,10.0,221,81,81,CAP30_POSTPV_0352,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
194,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0353,10.63150047910878,40.90417962309411,-2.399536499992937,-21.8742226143533,-375.6845806798185,366.85,366.85,-90.0,235,87,87,CAP30_POSTPV_0353,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
195,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0354,11.077427379184831,41.81298568248403,17.71062503525889,32.65414094904216,-124.1326710595855,421.8775,379.68975,10.0,252,93,93,CAP30_POSTPV_0354,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
196,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0355,11.236248505538708,42.077644271415046,24.87305122134989,48.533656284902946,-120.0088692625325,300.0,300.0,5.0,266,99,99,CAP30_POSTPV_0355,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
197,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0356,10.462730649080878,40.76216729100136,-10.010623751197711,-30.39496253991814,-441.6654094326665,303.6,303.6,-45.0,289,105,105,CAP30_POSTPV_0356,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
198,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0357,10.931326466294315,41.81227516164788,11.121847910185375,32.61150969887311,-173.6182926242215,360.0,360.0,15.0,304,111,111,CAP30_POSTPV_0357,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
199,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0358,9.786069350251193,40.68010283435608,-40.52631594603398,-35.31882993863519,-503.52243638846153,264.0,264.0,-50.0,330,117,117,CAP30_POSTPV_0358,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
200,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0359,10.30011652889354,41.19744242064299,-17.344104248387985,-4.2784547614202495,-367.4369770857125,303.6,273.23999999999995,65.0,353,123,123,CAP30_POSTPV_0359,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
201,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0361,10.09028461831419,41.04974302377511,-26.80698620568095,-13.140418573493378,-396.3035896650835,303.6,273.23999999999995,45.0,391,135,135,CAP30_POSTPV_0361,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
202,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0362,11.507196155094196,41.74254506600336,37.09209653848235,28.42770396020171,-148.87548184190348,264.0,264.0,-45.0,406,141,141,CAP30_POSTPV_0362,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
203,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0363,10.134693991127044,40.71550450100736,-24.804237188311937,-33.19472993955827,-565.3794633442565,319.0,287.1,50.0,431,147,147,CAP30_POSTPV_0363,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
204,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0365,10.549464152427593,40.94230749143238,-6.099164804623153,-19.586550514056995,-449.9130130267725,303.6,303.6,-45.0,496,159,159,CAP30_POSTPV_0365,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
205,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0366,9.759902027693084,40.45333690572192,-41.706395200052675,-48.92478565668469,-540.6366525619385,360.0,360.0,-90.0,529,165,165,CAP30_POSTPV_0366,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
206,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0367,9.86987671884648,40.32595993506031,-36.74681818528397,-56.567403896381165,-536.5128507648855,366.85,330.165,65.0,562,171,171,CAP30_POSTPV_0367,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
207,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0369,11.076294485428113,41.84104666811648,17.659534427255643,34.337800086989176,-115.8850674654795,414.0,414.0,-90.0,604,183,183,CAP30_POSTPV_0369,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
208,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0370,10.338087185174476,40.54128796354155,-15.63172486226229,-43.64772218750687,-466.40822021498445,366.85,330.165,-50.0,631,189,189,CAP30_POSTPV_0370,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
209,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0371,10.595330798754842,41.421521191458616,-4.03069648265391,9.16627148751715,-293.2085447387585,396.75,396.75,-90.0,659,195,195,CAP30_POSTPV_0371,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
210,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0373,10.291016473560472,41.359774575438365,-17.754493446026697,5.461474526302084,-305.5799501299175,414.0,372.6,-90.0,730,207,207,CAP30_POSTPV_0373,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
211,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0374,10.741508907467686,41.04195766203405,2.561561976370533,-13.607540277956787,-346.8179681004475,506.25299999999993,455.6277,-20.0,755,213,213,CAP30_POSTPV_0374,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
212,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0375,11.118668183993968,41.93131974258305,19.570479747800537,39.75418455498314,-140.6278782477975,345.0,345.0,-90.0,793,219,219,CAP30_POSTPV_0375,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
213,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0377,11.29660554600082,42.107487031189926,27.594999220620153,50.324221871395736,-111.76126566842647,366.85,330.165,-45.0,864,231,231,CAP30_POSTPV_0377,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
214,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0378,10.997932356396214,41.82864387760382,14.125603029959443,33.593632656229175,-165.3706890301155,319.0,255.2,35.0,881,237,237,CAP30_POSTPV_0378,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
215,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0383,10.889532364272256,41.79582753606242,9.237040909887632,31.62465216374528,-210.73250879769853,421.8775,295.31425,45.0,1042,267,267,CAP30_POSTPV_0383,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
216,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0385,10.012791058417353,40.4464936309,-30.301747358689042,-49.33538214599977,-507.64623818551456,421.8775,379.68975,40.0,1156,285,285,CAP30_POSTPV_0385,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
217,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0387,9.983558106359784,40.43187134167651,-31.620078654535348,-50.212719499409104,-507.64623818551456,366.85,256.795,5.0,1256,297,297,CAP30_POSTPV_0387,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
218,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0388,10.928672473231202,41.70241519096061,11.002159617768974,26.019911457636624,-115.8850674654795,414.0,414.0,-90.0,1314,303,303,CAP30_POSTPV_0388,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
219,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0389,10.23869838387358,41.0816640369454,-20.113905346586538,-11.22515778327596,-421.0464004474015,364.32,255.024,55.0,1387,315,315,CAP30_POSTPV_0389,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
220,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0390,10.610619695548223,41.656951525840775,-3.341206379773266,23.292091550446656,-256.0943285652815,440.22,396.198,-90.0,1427,321,321,CAP30_POSTPV_0390,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
221,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0391,10.458345272123337,40.9188303414434,-10.208393024578829,-20.99517951339564,-478.7796256061435,483.0,483.0,-90.0,1471,327,327,CAP30_POSTPV_0391,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
222,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0393,11.08662866324909,41.8835142480209,18.125579389509404,36.88585488125426,-128.2564728566385,462.55,462.55,-90.0,1561,339,339,CAP30_POSTPV_0393,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
223,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0396,10.188600333077888,40.51420632549935,-22.37319917687752,-45.27262047003873,-487.0272292002495,414.0,414.0,-90.0,1676,357,357,CAP30_POSTPV_0396,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
224,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0397,11.234659046301656,41.89388356087775,24.801370679078623,37.50801365266497,-74.6470494949495,609.0,609.0,-90.0,1690,363,363,CAP30_POSTPV_0397,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
225,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0398,10.331693768295818,40.575299064901046,-15.92005159511942,-41.60705610593709,-445.7892112297195,366.85,220.11,75.0,1732,369,369,CAP30_POSTPV_0398,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
226,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0400,10.683305451143584,41.61614100220185,-0.06326489186293661,20.843460132111176,-260.21813036233453,360.0,324.0,-85.0,1803,381,381,CAP30_POSTPV_0400,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
227,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0403,9.391459201153063,40.33195220765328,-58.322223392881874,-56.207867540802994,-478.7796256061435,360.0,360.0,-90.0,1932,399,399,CAP30_POSTPV_0403,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
228,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0406,10.009541075056084,40.42480484588263,-30.44831328770305,-50.636709247041836,-524.1414453737265,435.0,435.0,-90.0,2184,417,417,CAP30_POSTPV_0406,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
229,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0407,10.839703082697207,41.138673635938005,6.98986788334702,-7.804581843719518,-326.1989591151825,414.0,248.39999999999995,25.0,2246,423,423,CAP30_POSTPV_0407,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
230,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0410,10.381878956329878,41.35879805712169,-13.656828098466002,5.402883427301504,-305.5799501299175,531.9325,531.9325,-90.0,2441,441,441,CAP30_POSTPV_0410,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
231,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0412,10.01473819027624,40.635275943032674,-30.21393669688328,-38.00844341803938,-557.1318597501505,497.64,248.82,15.0,2567,453,453,CAP30_POSTPV_0412,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
232,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0413,11.103461405416004,41.60455304061855,18.88469296619685,20.148182437113036,-54.0280405096845,480.0,336.0,15.0,2669,459,459,CAP30_POSTPV_0413,postpv_keep_not_DF,science_review_velocity_BB86,,,,,,,False,,,,
233,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0414,10.556050580100653,41.428428674417056,-5.80213377908309,9.580720465023518,-289.0847429417055,435.0,391.5,-90.0,2735,465,465,CAP30_POSTPV_0414,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
234,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0415,9.826319380184406,40.44135386933997,-38.71114264382323,-49.64376783960162,-536.5128507648855,678.6,678.6,-15.0,2833,471,471,CAP30_POSTPV_0415,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
235,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0417,10.813162830511551,41.70898906590744,5.792970457897154,26.41434395444648,-202.4849052035925,601.315,601.315,-80.0,2992,483,483,CAP30_POSTPV_0417,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
236,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0418,10.822680992148046,41.02438891184792,6.222215179388263,-14.661665289124528,-338.5703645063415,440.22,352.176,-45.0,3052,489,489,CAP30_POSTPV_0418,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
237,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0419,10.465124214064453,41.47537567669281,-9.902680098422803,12.397540601568977,-293.2085447387585,497.64,348.348,-40.0,3164,495,495,CAP30_POSTPV_0419,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
238,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0426,10.740346710641507,41.84030178422383,2.5091498749560732,34.293107053430134,-235.4753195800165,600.3,480.24,-90.0,4010,555,555,CAP30_POSTPV_0426,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
239,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0427,11.215730394544844,42.01842699937484,23.94773694581626,44.98061996249049,-132.3802746536915,609.0,365.4,35.0,4158,561,561,CAP30_POSTPV_0427,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
240,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0428,9.880001571789936,40.894568120947696,-36.29021323909472,-22.450912743138076,-437.5416076356135,609.0,609.0,-90.0,4294,567,567,CAP30_POSTPV_0428,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
241,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0430,9.341316425381194,39.95653298505672,-60.58353420509397,-78.73302089659674,-511.7700399825675,700.3499999999999,700.3499999999999,-90.0,4466,579,579,CAP30_POSTPV_0430,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
242,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0431,10.120003577000675,40.610980562545,-25.46673725514046,-39.4661662472997,-573.6270669383625,827.9999999999999,827.9999999999999,-90.0,4649,591,591,CAP30_POSTPV_0431,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
243,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0434,10.579598558405207,40.723582377354994,-4.740180244877298,-32.7100573587002,-416.9225986503485,600.0,420.0,45.0,4918,615,615,CAP30_POSTPV_0434,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
244,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0437,9.562212752302178,39.88085358506919,-50.62167539781596,-83.27378489584845,-482.9034274031965,600.0,600.0,-90.0,5106,633,633,CAP30_POSTPV_0437,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
245,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0439,11.008942599534318,41.6837463769626,14.622136807159043,24.89978261775633,-95.2660584802145,720.0,576.0,30.0,5503,657,657,CAP30_POSTPV_0439,postpv_keep_review_DF_second_pass,science_review_visual_DF,,,,,,,False,,,,
246,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0442,10.914887475097276,41.22702079333365,10.380491494161413,-2.503752399980783,-301.4561483328645,622.05,311.025,-35.0,6454,1101,1101,CAP30_POSTPV_0442,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
247,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0443,9.87767471515115,40.42033654316257,-36.39514851630584,-50.90480741024564,-520.0176435766735,722.0849999999999,722.0849999999999,-90.0,6568,1065,1065,CAP30_POSTPV_0443,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
248,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0445,11.161920972601449,41.37098891203231,21.52106977858403,6.134334721938757,-235.4753195800165,440.22,352.176,-90.0,6619,1095,1095,CAP30_POSTPV_0445,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
249,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0446,11.072188723221313,41.37632406855085,17.47437506326572,6.45444411305121,-251.97052676822847,319.0,223.3,45.0,6854,1173,1173,CAP30_POSTPV_0446,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
250,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0447,10.754423439566276,41.06486741443799,3.1439743103439635,-12.232955133720367,-359.1893734916065,420.0,420.0,-90.0,7002,1143,1143,CAP30_POSTPV_0447,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
251,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0448,11.240490795761652,41.83496264377433,25.064367649330066,33.97275862646012,-74.6470494949495,648.0,583.2,-85.0,7061,1059,1059,CAP30_POSTPV_0448,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
252,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0449,11.342878488168736,41.62108315965577,29.681790444808414,21.139989579346263,-132.3802746536915,609.0,365.4,40.0,7864,1029,1029,CAP30_POSTPV_0449,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
253,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0450,10.864585851782175,41.735588527463925,8.112017064429697,28.010311647835664,-210.73250879769853,600.0,360.0,-90.0,8001,1017,1017,CAP30_POSTPV_0450,postpv_keep_review_DF_second_pass,science_review_visual_DF,,,,,,,False,,,,
254,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0451,10.41892351816871,40.71165502073825,-11.98621320070031,-33.4256987557049,-445.7892112297195,571.3199999999999,514.188,-45.0,8450,1083,1083,CAP30_POSTPV_0451,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
255,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0454,10.276119415810404,40.84151876370255,-18.426312611236817,-25.63387417784668,-540.6366525619385,420.0,420.0,-90.0,9100,735,735,CAP30_POSTPV_0454,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
256,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0455,10.877524501957508,41.20667246052,8.69551706191734,-3.7246523688000366,-326.1989591151825,579.5999999999999,463.68,30.0,9405,1287,1287,CAP30_POSTPV_0455,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,False,,,,
257,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0458,11.22890258737556,41.52347499806315,24.541769119147816,15.283499883789204,-173.6182926242215,420.0,378.0,-90.0,10130,1305,1305,CAP30_POSTPV_0458,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
258,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0459,10.813558347824054,41.62773655888,5.810807276091059,21.53919353280031,-173.6182926242215,420.0,420.0,-90.0,10356,765,765,CAP30_POSTPV_0459,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
259,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0462,10.212531610768115,41.28656313342154,-21.29395982169764,1.068788005292447,-330.3227609122355,483.0,483.0,-90.0,10617,681,681,CAP30_POSTPV_0462,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
260,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0463,9.408963679406526,39.94439355340946,-57.53281623846397,-79.4613867954321,-511.7700399825675,600.0,600.0,65.0,10890,1209,1209,CAP30_POSTPV_0463,postpv_keep_DF_visual,science_keep_strong,,,,,,,False,,,,
261,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0467,10.516977975179216,41.56657450157481,-7.56420822769598,17.869470094488946,-280.83713934759953,504.0,352.79999999999995,5.0,11225,1263,1263,CAP30_POSTPV_0467,postpv_keep_review_DF_visual,science_review_visual_DF,,,,,,,False,,,,
262,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0469,10.910534934071624,41.14300122366748,10.184203037242266,-7.544926579950868,-334.4465627092885,478.5,478.5,-90.0,11693,1041,1041,CAP30_POSTPV_0469,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
263,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0470,10.466109297536212,41.62274091997721,-9.858255355848609,21.23945519863284,-264.3419321593875,504.0,453.6,-45.0,11921,759,759,CAP30_POSTPV_0470,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
264,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0473,11.05874692835548,41.96458522987482,16.86818452838321,41.75011379248943,-161.2468872330625,336.0,336.0,-90.0,12494,789,789,CAP30_POSTPV_0473,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
265,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0477,11.291531171496148,42.12501578697258,27.36615792182903,51.37594721835512,-136.5040764507445,496.8,447.12,-90.0,13197,1293,1293,CAP30_POSTPV_0477,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
266,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0478,10.051040349380369,40.454907925767706,-28.576802261759667,-48.83052445393744,-524.1414453737265,500.25,500.25,-90.0,13293,693,693,CAP30_POSTPV_0478,postpv_keep_not_DF,science_keep_strong,,,,,,,False,,,,
