object_uid,tracer,source_catalog,display_label,hi_seq,ra_deg,dec_deg,x_arcmin,y_arcmin,major_arcsec,minor_arcsec,pa_deg,marker_size,has_video,notes,source_candidate_id,new_candidate_id,candidate_id,cap30_postpv_id,postpv_class_final,science_tier_postpv,bb86_relation,bb86_primary_flag,origin,is_bb86,is_new,foreground_review_flag,Maj_pc,PA_astro_deg,age_myr,mass_msun,luminosity,v9_final_score,v9_reject_reason,validation_png,e_bv,Min_pc,fuv_mag,v_center_kms,area_pc2,area_arcsec2,flux,nuv_mag,video_url,video_path,video_name,video_release_tag,v11_source_candidate_id,v11_match_sep_arcsec,v11_diagnostic_png,v11_plot_class,v11_passes_2dcg,v11_joint_2dcg_score,v11_final_Maj_pc,v11_final_Min_pc,v11_final_PA_astro_deg,v11_final_v_center_kms,flux_erg_cm2_s,luminosity_erg_s_at_690kpc,count_rate,detection_likelihood,hardness_hr1,hardness_hr2,hardness_hr3,hardness_hr4,source_class,band
HI_CAP30_0011,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0013,11.0,11.504904352199356,42.187893126036094,36.988742095378946,55.14858756216583,109.66422500000002,98.69780250000001,60.0,14.660896323212985,False,CAP30 final science H I cavity catalogue.,212.0,79.0,79.0,CAP30_POSTPV_0013,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0012,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0014,12.0,11.331492709602673,42.05868212829365,29.168320981250368,47.39592769761899,107.61652173913043,107.61652173913043,85.0,14.523373664844392,False,CAP30 final science H I cavity catalogue.,232.0,85.0,85.0,CAP30_POSTPV_0014,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0013,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0015,13.0,10.292270486143844,41.12060952438198,-17.697940689028748,-8.888428537080841,78.91878260869565,63.13502608695652,55.0,12.43707417011909,False,CAP30 final science H I cavity catalogue.,250.0,91.0,91.0,CAP30_POSTPV_0015,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0014,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0016,14.0,10.367052554964022,40.59971021254301,-14.325460841642027,-40.14238724741929,78.91878260869565,71.02690434782609,-65.0,12.43707417011909,False,CAP30 final science H I cavity catalogue.,264.0,97.0,97.0,CAP30_POSTPV_0016,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0015,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0017,15.0,10.941582560745134,41.76752874539099,11.58437151235333,29.926724723459586,103.13250000000001,82.506,45.0,14.217584182975672,False,CAP30 final science H I cavity catalogue.,281.0,103.0,103.0,CAP30_POSTPV_0017,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0016,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0018,16.0,11.392194534274145,41.7296886691088,31.905817865649254,27.656320146528373,89.6804347826087,80.71239130434783,-60.0,13.257965612186245,False,CAP30 final science H I cavity catalogue.,299.0,109.0,109.0,CAP30_POSTPV_0018,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0017,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0022,17.0,10.632962246190438,41.613212731350345,-2.3336145470135667,20.667763881020846,95.36019565217391,95.36019565217391,-90.0,13.671356314508843,False,CAP30 final science H I cavity catalogue.,382.0,133.0,133.0,CAP30_POSTPV_0022,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0018,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0023,18.0,11.282791736209616,41.59321232099617,26.97203176503276,19.467739259770553,78.91878260869565,63.13502608695652,0.0,12.43707417011909,False,CAP30 final science H I cavity catalogue.,401.0,139.0,139.0,CAP30_POSTPV_0023,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0019,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0024,19.0,10.856027495514017,41.1046225987849,7.726057107765149,-9.847644072905837,107.61652173913043,107.61652173913043,-90.0,14.523373664844392,False,CAP30 final science H I cavity catalogue.,427.0,145.0,145.0,CAP30_POSTPV_0024,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0020,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0025,20.0,10.522540808962422,40.974217626150576,-7.3133386659921715,-17.67194243096526,90.7566,90.7566,45.0,13.337276183689081,False,CAP30 final science H I cavity catalogue.,451.0,151.0,151.0,CAP30_POSTPV_0025,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0021,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0028,21.0,9.765478759763434,40.59256813660655,-41.454898861180894,-40.57091180360672,123.759,123.759,65.0,15.574583140488864,False,CAP30 final science H I cavity catalogue.,545.0,169.0,169.0,CAP30_POSTPV_0028,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0022,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0029,22.0,10.389336698567812,41.34645614101397,-13.320503016782116,4.662368460838167,90.7566,90.7566,-40.0,13.337276183689081,False,CAP30 final science H I cavity catalogue.,573.0,175.0,175.0,CAP30_POSTPV_0029,postpv_keep_not_DF,science_review_large_diffuse_BB86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0023,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0030,23.0,9.893716604391832,40.40600226080407,-35.67170038185662,-51.76486435175548,95.36019565217391,95.36019565217391,-90.0,13.671356314508843,False,CAP30 final science H I cavity catalogue.,598.0,181.0,181.0,CAP30_POSTPV_0030,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0024,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0031,24.0,9.980770826415377,40.454079428822894,-31.745777844058185,-48.880234270626204,109.66422500000002,76.76495750000001,25.0,14.660896323212985,False,CAP30 final science H I cavity catalogue.,624.0,187.0,187.0,CAP30_POSTPV_0031,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0025,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0032,25.0,10.833292597240112,41.72493784976035,6.7007714013012185,27.371270985621265,89.6804347826087,89.6804347826087,-75.0,13.257965612186245,False,CAP30 final science H I cavity catalogue.,652.0,193.0,193.0,CAP30_POSTPV_0032,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0026,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0033,26.0,10.94661356920225,41.72265467707661,11.811257113425116,27.23428062459689,103.13250000000001,103.13250000000001,-90.0,14.217584182975672,False,CAP30 final science H I cavity catalogue.,689.0,199.0,199.0,CAP30_POSTPV_0033,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI_CAP30_0027,HI,CAP30 final science catalogue — 616 H I cavities,CAP30_POSTPV_0035,27.0,11.228172928095487,42.05240132924401,24.50886335368392,47.019079754640956,90.7566,63.52961999999999,35.0,13.337276183689081,False,CAP30 final science H I cavity catalogue.,747.0,211.0,211.0,CAP30_POSTPV_0035,postpv_keep_not_DF,science_keep_strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
