object_uid,tracer,source_catalog,display_label,hi_seq,ra_deg,dec_deg,x_arcmin,y_arcmin,major_arcsec,minor_arcsec,pa_deg,marker_size,has_video,notes,source_candidate_id,new_candidate_id,candidate_id,cap30_postpv_id,postpv_class_final,science_tier_postpv,bb86_relation,bb86_primary_flag,origin,is_bb86,is_new,foreground_review_flag,Maj_pc,PA_astro_deg,age_myr,mass_msun,luminosity,v9_final_score,v9_reject_reason,validation_png,e_bv,Min_pc,fuv_mag,v_center_kms,area_pc2,area_arcsec2,flux,nuv_mag,video_url,video_path,video_name,video_release_tag,v11_source_candidate_id,v11_match_sep_arcsec,v11_diagnostic_png,v11_plot_class,v11_passes_2dcg,v11_joint_2dcg_score,v11_final_Maj_pc,v11_final_Min_pc,v11_final_PA_astro_deg,v11_final_v_center_kms,flux_erg_cm2_s,luminosity_erg_s_at_690kpc,count_rate,detection_likelihood,hardness_hr1,hardness_hr2,hardness_hr3,hardness_hr4,source_class,band
UV_Kang2009_3133,UV,Kang+2009 GALEX SF regions,UV SF 3133,,11.675343,42.181042,44.67508875564163,54.737520000000046,,,,8.077747210701755,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,131.3,89000.0,,,,,0.28,,18.684,,3778.764525,261.0,,18.405,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3134,UV,Kang+2009 GALEX SF regions,UV SF 3134,,11.662731,42.184391,44.106319844774575,54.93846000000005,,,,11.30044246921332,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,9.6,1300.0,,,,,0.14,,18.748,,7395.37517,510.8,,18.873,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3135,UV,Kang+2009 GALEX SF regions,UV SF 3135,,11.583273,42.183353,40.5229674724563,54.87617999999998,,,,5.612486080160912,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,11.3,540.0,,,,,0.12,,19.545,,1824.23115,126.0,,19.657,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3136,UV,Kang+2009 GALEX SF regions,UV SF 3136,,11.524472,42.183285,37.87119291426596,54.872100000000046,,,,5.357238094391549,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,67.0,9200.0,,,,,0.2,,19.869,,1662.07727,114.8,,19.766,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3137,UV,Kang+2009 GALEX SF regions,UV SF 3137,,11.515063,42.187683,37.44687110310609,55.13598000000016,,,,9.864076236526156,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,89.7,92000.0,,,,,0.31,,18.676,,5634.8473300000005,389.2,,18.482,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3138,UV,Kang+2009 GALEX SF regions,UV SF 3138,,11.48464,42.186432,36.0748716918066,55.06092000000038,,,,10.712142642814277,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,70.0,91000.0,,,,,0.2,,17.387,,6645.413475,459.0,,17.276,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3139,UV,Kang+2009 GALEX SF regions,UV SF 3139,,11.678541,42.187084,44.819310368149765,55.10004000000009,,,,6.955213871621778,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,6.7,1700.0,,,,,0.33,,19.445,,2801.4978375,193.5,,19.579,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3140,UV,Kang+2009 GALEX SF regions,UV SF 3140,,11.503866,42.190636,36.94191506956831,55.31316000000004,,,,13.0,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,40.3,46000.0,,,,,0.19,,17.203,,11271.1424625,778.5,,17.191,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3141,UV,Kang+2009 GALEX SF regions,UV SF 3141,,11.669154,42.193829,44.39598070066574,55.50474000000023,,,,12.57179382586272,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,18.8,26000.0,,,,,0.38,,18.492,,9153.007405,632.2,,18.506,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3142,UV,Kang+2009 GALEX SF regions,UV SF 3142,,11.602343,42.200024,41.38297564960783,55.87644000000012,,,,9.246621004453464,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,60.4,47000.0,,,,,0.27,,18.439,,4951.48455,342.0,,18.341,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3143,UV,Kang+2009 GALEX SF regions,UV SF 3143,,11.58603,42.205284,40.64730111400879,56.192040000000105,,,,6.0,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,134.4,300000.0,,,,,0.55,,19.58,,2084.8356,144.0,,19.181,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3144,UV,Kang+2009 GALEX SF regions,UV SF 3144,,11.604691,42.206253,41.48886443827868,56.25017999999997,,,,5.809475019311125,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,3.1,1100.0,,,,,0.43,,19.41,,1954.533375,135.0,,19.588,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3145,UV,Kang+2009 GALEX SF regions,UV SF 3145,,11.591265,42.209217,40.88338621140728,56.42802000000032,,,,8.937281465859739,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,14.9,2200.0,,,,,0.26,,19.178,,4625.728987500001,319.5,,19.251,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3147,UV,Kang+2009 GALEX SF regions,UV SF 3147,,11.543738,42.212822,38.74004018962003,56.644320000000334,,,,7.721722605740251,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,14.2,2200.0,,,,,0.14,,18.186,,3453.0089625,238.5,,18.278,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3148,UV,Kang+2009 GALEX SF regions,UV SF 3148,,11.550156,42.220516,39.02947555831215,57.10596000000038,,,,6.5383484153110105,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,16.2,2400.0,,,,,0.15,,19.165,,2475.742275,171.0,,19.243,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3149,UV,Kang+2009 GALEX SF regions,UV SF 3149,,11.425496,42.228844,33.40762871176192,57.60564000000031,,,,8.714929718592114,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,9.3,16000.0,,,,,0.32,,17.442,,4398.423995,303.8,,17.543,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3150,UV,Kang+2009 GALEX SF regions,UV SF 3150,,11.281945,42.228195,26.93384612978581,57.56670000000014,,,,5.303300858899107,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,96.9,54000.0,,,,,0.2,,18.532,,1628.7778125,112.5,,18.343,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3152,UV,Kang+2009 GALEX SF regions,UV SF 3152,,11.627616,42.238377,42.52272324589266,58.17762000000016,,,,5.612486080160912,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,83.0,13000.0,,,,,0.17,,19.449,,1824.23115,126.0,,19.302,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3153,UV,Kang+2009 GALEX SF regions,UV SF 3153,,11.909523,42.241566,55.23600721003877,58.3689600000001,,,,5.563272418280449,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,17.4,1400.0,,,,,0.14,,19.64,,1792.379495,123.8,,19.71,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3154,UV,Kang+2009 GALEX SF regions,UV SF 3154,,11.579074,42.246452,40.33360332269965,58.66212000000005,,,,5.408326913195984,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,12.5,480.0,,,,,0.13,,19.758,,1693.9289250000002,117.0,,19.862,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3155,UV,Kang+2009 GALEX SF regions,UV SF 3155,,11.274314,42.258099,26.58970756660576,59.360940000000255,,,,6.228964600958975,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,46.3,7400.0,,,,,0.13,,19.019,,2246.98948,155.2,,18.983,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3156,UV,Kang+2009 GALEX SF regions,UV SF 3156,,11.672107,42.262188,44.52915344042077,59.60628000000028,,,,7.684399781375251,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,1.9,340.0,,,,,0.17,,18.723,,3419.709505,236.2,,18.991,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3157,UV,Kang+2009 GALEX SF regions,UV SF 3157,,11.679862,42.270599,44.87888408613707,60.11094,,,,5.856620185738529,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,268.0,230000.0,,,,,0.19,,19.173,,1986.38503,137.2,,18.576,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3158,UV,Kang+2009 GALEX SF regions,UV SF 3158,,11.676258,42.274258,44.716352913066615,60.33048000000037,,,,5.809475019311125,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,8.5,600.0,,,,,0.15,,19.352,,1954.533375,135.0,,19.489,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3160,UV,Kang+2009 GALEX SF regions,UV SF 3160,,11.369422,42.295704,30.878834871929865,61.61724000000021,,,,6.5383484153110105,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,273.0,190000.0,,,,,0.09,,18.559,,2475.742275,171.0,,17.955,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3161,UV,Kang+2009 GALEX SF regions,UV SF 3161,,11.504368,42.345798,36.96455398435222,64.6228800000003,,,,6.18465843842649,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,6.0,200.0,,,,,0.1,,19.524,,2215.137825,153.0,,19.697,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3162,UV,Kang+2009 GALEX SF regions,UV SF 3162,,11.470091,42.349827,35.418749040030065,64.86462000000003,,,,5.761944116355173,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,9.0,560.0,,,,,0.21,,20.116,,1922.6817200000005,132.8,,20.241,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3163,UV,Kang+2009 GALEX SF regions,UV SF 3163,,11.816923,42.35545,51.05998428375479,65.20200000000003,,,,6.093028803476971,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,506.5,1900000.0,,,,,0.2,,19.247,,2149.9867125,148.5,,17.368,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3164,UV,Kang+2009 GALEX SF regions,UV SF 3164,,11.546288,42.386353,38.85503866113222,67.05618000000015,,,,5.953990258641679,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,12.4,910.0,,,,,0.14,,19.157,,2052.9839450000004,141.8,,19.261,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3165,UV,Kang+2009 GALEX SF regions,UV SF 3165,,11.581243,42.392914,40.4314196696447,67.44984000000002,,,,6.045659600076736,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,20.4,9000.0,,,,,0.24,,18.476,,2116.687255,146.2,,18.516,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3166,UV,Kang+2009 GALEX SF regions,UV SF 3166,,11.551066,42.393799,39.0705142285381,67.50294000000025,,,,5.809475019311125,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,3.6,360.0,,,,,0.21,,19.276,,1954.533375,135.0,,19.491,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3167,UV,Kang+2009 GALEX SF regions,UV SF 3167,,11.527458,42.415817,38.00585386953468,68.82401999999999,,,,5.711829829397932,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,12.5,1000.0,,,,,0.17,,19.26,,1889.3822625,130.5,,19.362,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3168,UV,Kang+2009 GALEX SF regions,UV SF 3168,,11.703994,42.437664,45.967175503600174,70.13484000000005,,,,6.6670833203133135,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,7.5,1000.0,,,,,0.17,,18.96,,2574.1928450000005,177.8,,19.108,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3169,UV,Kang+2009 GALEX SF regions,UV SF 3169,,11.647018,42.438034,43.39770377306069,70.15704000000028,,,,5.563272418280449,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,40.2,3400.0,,,,,0.05,,18.873,,1792.379495,123.8,,18.867,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3170,UV,Kang+2009 GALEX SF regions,UV SF 3170,,11.746002,42.449223,47.86162875508332,70.82838000000038,,,,7.385797181076664,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,16.6,2600.0,,,,,0.13,,18.894,,3159.105055,218.2,,18.97,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3171,UV,Kang+2009 GALEX SF regions,UV SF 3171,,11.876621,42.451752,53.75221124545352,70.98012000000011,,,,6.833739825307955,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,44.6,5500.0,,,,,0.13,,19.009,,2704.4950700000004,186.8,,18.981,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3172,UV,Kang+2009 GALEX SF regions,UV SF 3172,,11.707556,42.460304,46.12781258419872,71.49324000000021,,,,6.833739825307955,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,9.6,6000.0,,,,,0.28,,18.251,,2704.4950700000004,186.8,,18.358,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_3173,UV,Kang+2009 GALEX SF regions,UV SF 3173,,11.751269,42.463955,48.09915697055565,71.71230000000008,,,,12.022894826122368,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,30.5,45000.0,,,,,0.23,,17.22,,8371.194055000002,578.2,,17.226,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4005,UV,Kang+2009 GALEX SF regions,UV SF 4005,,11.439488,41.173279,34.038632089565006,-5.7282599999997785,,,,6.87386354243376,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,29.2,11000.0,,,,,0.2,,18.508,,2736.3467250000003,189.0,,18.522,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4049,UV,Kang+2009 GALEX SF regions,UV SF 4049,,11.109305,41.345795,19.148224121214987,4.6227000000003216,,,,13.0,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,42.7,1600000.0,,,,,0.41,,15.143,,75673.74107,5226.8,,15.063,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4137,UV,Kang+2009 GALEX SF regions,UV SF 4137,,11.240185,41.554874,25.05057704337525,17.167440000000056,,,,5.711829829397932,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,1.6,100.0,,,,,0.2,,20.279,,1889.3822625,130.5,,20.571,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4143,UV,Kang+2009 GALEX SF regions,UV SF 4143,,11.321492,41.565617,28.7173145818997,17.81202000000036,,,,6.0,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,13.4,960.0,,,,,0.2,,19.591,,2084.8356,144.0,,19.683,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4158,UV,Kang+2009 GALEX SF regions,UV SF 4158,,11.291812,41.584644,27.378822568378062,18.953640000000007,,,,10.062305898749054,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,5.8,9400.0,,,,,0.47,,18.438,,5863.600125,405.0,,18.539,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4161,UV,Kang+2009 GALEX SF regions,UV SF 4161,,11.282703,41.586697,26.96802998916076,19.076820000000225,,,,9.836157786453,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,2.8,480.0,,,,,0.28,,19.122,,5602.995675,387.0,,19.348,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4168,UV,Kang+2009 GALEX SF regions,UV SF 4168,,11.303496,41.638458,27.905741055102737,22.18248000000017,,,,13.0,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,65.9,4500000.0,,,,,0.27,,13.725,,338069.1227625,23350.5,,13.612,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4171,UV,Kang+2009 GALEX SF regions,UV SF 4171,,11.313883,41.603409,28.374168162395502,20.07954000000012,,,,6.045659600076736,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,,,,,,,0.28,,20.494,,2116.687255,146.2,,21.087,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4172,UV,Kang+2009 GALEX SF regions,UV SF 4172,,11.299945,41.602016,27.74560004634204,19.99596000000011,,,,7.19374728496908,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,,,,,,,0.29,,19.992,,2996.951175,207.0,,20.332,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4176,UV,Kang+2009 GALEX SF regions,UV SF 4176,,11.325066,41.605865,28.87849283177595,20.226900000000256,,,,7.684399781375251,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,40.1,24000.0,,,,,0.31,,18.909,,3419.709505,236.2,,18.875,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4178,UV,Kang+2009 GALEX SF regions,UV SF 4178,,11.256976,41.606045,25.807808155202807,20.23770000000028,,,,5.357238094391549,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,208.2,120000.0,,,,,0.2,,18.968,,1662.07727,114.8,,18.538,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4183,UV,Kang+2009 GALEX SF regions,UV SF 4183,,11.334596,41.617836,29.30827143315268,20.945159999999987,,,,6.5383484153110105,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,14.4,8000.0,,,,,0.51,,19.852,,2475.742275,171.0,,19.844,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4186,UV,Kang+2009 GALEX SF regions,UV SF 4186,,11.208912,41.622276,23.640244808238315,21.211560000000134,,,,7.794228634059948,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,128.3,74000.0,,,,,0.3,,19.045,,3518.160075,243.0,,18.768,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4196,UV,Kang+2009 GALEX SF regions,UV SF 4196,,11.335087,41.641087,29.33041427609876,22.3402200000001,,,,5.511351921262151,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,1.8,190.0,,,,,0.32,,20.592,,1759.0800375,121.5,,20.847,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4200,UV,Kang+2009 GALEX SF regions,UV SF 4200,,11.342161,41.652607,29.64943356530542,23.031420000000367,,,,6.5383484153110105,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,1.6,950.0,,,,,0.47,,20.083,,2475.742275,171.0,,20.309,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4203,UV,Kang+2009 GALEX SF regions,UV SF 4203,,11.305017,41.662331,27.97433426105168,23.61486000000028,,,,9.06228448019593,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,107.5,220000.0,,,,,0.39,,18.612,,4756.0312125,328.5,,18.349,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4208,UV,Kang+2009 GALEX SF regions,UV SF 4208,,11.298532,41.670822,27.68187736389239,24.12432000000024,,,,6.5383484153110105,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,3.5,790.0,,,,,0.38,,19.817,,2475.742275,171.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4211,UV,Kang+2009 GALEX SF regions,UV SF 4211,,11.311329,41.675583,28.25898930112413,24.40998000000036,,,,7.612489737267302,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,22.9,20000.0,,,,,0.4,,18.907,,3356.0061950000004,231.8,,18.895,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4214,UV,Kang+2009 GALEX SF regions,UV SF 4214,,11.306722,41.68523,28.05122539592553,24.9888,,,,9.51577637400123,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,55.0,33000.0,,,,,0.32,,18.984,,5243.940655,362.2,,18.886,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4216,UV,Kang+2009 GALEX SF regions,UV SF 4216,,11.363416,41.686008,30.60797964843896,25.03548000000024,,,,5.612486080160912,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,12.5,1800.0,,,,,0.32,,19.9,,1824.23115,126.0,,19.976,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4218,UV,Kang+2009 GALEX SF regions,UV SF 4218,,11.334953,41.696037,29.324371219164423,25.637219999999985,,,,12.5049990003998,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,83.7,160000.0,,,,,0.38,,18.489,,9056.0046375,625.5,,18.29,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4220,UV,Kang+2009 GALEX SF regions,UV SF 4220,,11.667866,41.695312,44.33789519819213,25.593720000000246,,,,6.45174395028197,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,60.0,7900.0,,,,,0.1,,18.965,,2410.5911625,166.5,,18.889,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4222,UV,Kang+2009 GALEX SF regions,UV SF 4222,,11.405378,41.704861,32.500358417690855,26.166660000000235,,,,5.563272418280449,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,2.7,94.0,,,,,0.26,,20.711,,1792.379495,123.8,,20.945,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4228,UV,Kang+2009 GALEX SF regions,UV SF 4228,,11.420429,41.71418,33.179119984251315,26.725800000000103,,,,6.955213871621778,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,38.0,4600.0,,,,,0.16,,19.438,,2801.4978375,193.5,,19.435,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4230,UV,Kang+2009 GALEX SF regions,UV SF 4230,,11.408016,41.718231,32.61932546390612,26.968860000000348,,,,11.374313166077323,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,5.8,10000.0,,,,,0.52,,18.742,,7492.3779375,517.5,,18.821,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4235,UV,Kang+2009 GALEX SF regions,UV SF 4235,,11.4376,41.725513,33.953488123206164,27.40578000000013,,,,11.882760622010355,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,152.8,620000.0,,,,,0.3,,17.972,,8177.18852,564.8,,17.643,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4236,UV,Kang+2009 GALEX SF regions,UV SF 4236,,11.357932,41.723061,30.3606652885281,27.258660000000248,,,,5.408326913195984,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,22.2,2800.0,,,,,0.26,,19.929,,1693.9289250000002,117.0,,19.959,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4237,UV,Kang+2009 GALEX SF regions,UV SF 4237,,11.424157,41.724266,33.347243239858024,27.33096000000017,,,,5.661271941887264,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,23.6,3500.0,,,,,0.34,,20.331,,1856.082805,128.2,,20.336,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4239,UV,Kang+2009 GALEX SF regions,UV SF 4239,,11.427222,41.736649,33.48546689287169,28.073940000000164,,,,13.0,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,62.3,590000.0,,,,,0.43,,17.002,,22802.889375,1575.0,,16.847,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4240,UV,Kang+2009 GALEX SF regions,UV SF 4240,,11.414806,41.728828,32.9255370802071,27.60468000000017,,,,5.953990258641679,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,36.2,6100.0,,,,,0.28,,20.125,,2052.9839450000004,141.8,,20.108,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4241,UV,Kang+2009 GALEX SF regions,UV SF 4241,,11.376151,41.73164,31.18229554440249,27.77340000000009,,,,8.874119674649425,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,75.9,86000.0,,,,,0.35,,18.886,,4560.577875,315.0,,18.722,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4244,UV,Kang+2009 GALEX SF regions,UV SF 4244,,11.41864,41.743904,33.09844066443356,28.509240000000204,,,,5.809475019311125,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,74.1,42000.0,,,,,0.42,,20.051,,1954.533375,135.0,,19.867,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4246,UV,Kang+2009 GALEX SF regions,UV SF 4246,,11.506487,41.747608,37.06011545930684,28.731480000000147,,,,10.553435459602715,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,71.0,39000.0,,,,,0.1,,17.494,,6449.9601375,445.5,,17.389,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4248,UV,Kang+2009 GALEX SF regions,UV SF 4248,,11.333149,41.7523,29.24301543774957,29.013000000000066,,,,7.937253933193772,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,53.5,140000.0,,,,,0.41,,18.139,,3648.4623,252.0,,18.014,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4250,UV,Kang+2009 GALEX SF regions,UV SF 4250,,11.338372,41.755512,29.478559365870275,29.205720000000355,,,,6.58027355054484,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,90.0,34000.0,,,,,0.2,,18.849,,2507.59393,173.2,,18.678,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4254,UV,Kang+2009 GALEX SF regions,UV SF 4254,,11.387332,41.777225,31.68653001890338,30.508500000000254,,,,13.0,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,103.3,1900000.0,,,,,0.29,,15.438,,86749.43019500001,5991.8,,15.216,,,,,,,,,,,,,,,,,,,,,,,,
UV_Kang2009_4257,UV,Kang+2009 GALEX SF regions,UV SF 4257,,10.974534,41.782562,13.070397060759088,30.82872000000009,,,,13.0,False,"GALEX FUV-defined star-forming region, not a cavity.",,,,,,,,,,,,,,,49.6,370000.0,,,,,0.19,,15.284,,40784.596425,2817.0,,15.226,,,,,,,,,,,,,,,,,,,,,,,,
